epoch,train_mean_pnl,train_std_pnl,train_objective,train_cap_penalty,avg_ratio,avg_abs_shares,cap_hit_rate,val_mean_pnl,val_std_pnl,val_objective,val_cap_penalty
140,0.5315762162208557,200.26670837402344,-99.60177612304688,0.004921358078718185,0.6436440348625183,10.079992294311523,0.0,31.906797409057617,170.71697998046875,-53.451690673828125,0.00466899061575532
150,0.544921875,200.2677459716797,-99.58895111083984,0.004958387929946184,0.6501761674880981,10.166251182556152,0.0,31.922155380249023,170.46363830566406,-53.309661865234375,0.00483418395742774
160,0.513679563999176,200.17440795898438,-99.57352447509766,0.004963809158653021,0.6580503582954407,10.28102970123291,0.0,32.49232482910156,170.1797332763672,-52.59754180908203,0.0049826824106276035
170,0.6349388957023621,200.38604736328125,-99.5580825805664,0.00496378680691123,0.631971001625061,10.05445384979248,0.0,32.13487243652344,172.46958923339844,-54.09992218017578,0.00478610023856163
180,0.5335307717323303,200.171630859375,-99.55228424072266,0.005018856376409531,0.6617615222930908,10.175928115844727,0.0,30.8896427154541,172.9329071044922,-55.576812744140625,0.004806227516382933
190,0.47644883394241333,200.1741485595703,-99.61062622070312,0.005035920534282923,0.6404100656509399,10.118974685668945,0.0,30.26715850830078,173.6707000732422,-56.56819152832031,0.004876718390733004
200,0.6661706566810608,200.43690490722656,-99.55228424072266,0.005091508384793997,0.6626640558242798,10.266709327697754,0.0,31.769746780395508,172.66697692871094,-54.563743591308594,0.004910013638436794
210,0.6316114664077759,200.33828735351562,-99.53752899169922,0.0050825257785618305,0.674699068069458,10.242258071899414,0.0,30.716659545898438,173.2501220703125,-55.90840148925781,0.005050299689173698
220,0.4606386423110962,199.97683715820312,-99.52777862548828,0.005139792803674936,0.6641485095024109,10.182123184204102,0.0,30.183860778808594,173.94729614257812,-56.78978729248047,0.0047933245077729225
230,0.6969338059425354,200.44879150390625,-99.52745819091797,0.005139792803674936,0.6671872138977051,10.16693115234375,0.0,30.145416259765625,174.56517028808594,-57.137168884277344,0.004910013638436794
240,0.5285454988479614,200.09584045410156,-99.51937103271484,0.005139792803674936,0.6705905199050903,10.211865425109863,0.0,30.188941955566406,174.4083709716797,-57.01524353027344,0.004910013638436794
250,0.5243558287620544,200.11859130859375,-99.53494262695312,0.005184130277484655,0.7376691102981567,10.644721031188965,0.0,33.2208251953125,170.9564971923828,-52.257423400878906,0.00561312772333622
260,0.6182454228401184,200.28443908691406,-99.52397155761719,0.005139792803674936,0.7220694422721863,10.563969612121582,0.0,32.6836051940918,172.0945587158203,-53.36367416381836,0.005611444357782602
270,0.6104645133018494,200.2480926513672,-99.51358032226562,0.005139792803674936,0.6933730840682983,10.37535572052002,0.0,31.091543197631836,173.69036865234375,-55.753639221191406,0.005268372129648924
280,0.5257266759872437,200.07064819335938,-99.50959777832031,0.005194819066673517,0.6761587858200073,10.30960750579834,0.0,30.075944900512695,174.86483764648438,-57.356475830078125,0.005190585739910603
290,0.596748411655426,200.2110137939453,-99.50875854492188,0.0052002607844769955,0.6842449307441711,10.33481216430664,0.0,30.427255630493164,174.6909942626953,-56.918243408203125,0.005190585739910603
300,0.5482128858566284,200.11227416992188,-99.50792694091797,0.0052002607844769955,0.6923910975456238,10.331640243530273,0.0,30.308395385742188,174.9120635986328,-57.14763641357422,0.005190585739910603
310,0.591621458530426,200.1943817138672,-99.50556945800781,0.0052002607844769955,0.6827397346496582,10.279461860656738,0.0,29.900897979736328,175.52267456054688,-57.86043930053711,0.005190585739910603
320,0.5809136629104614,200.1692352294922,-99.50370025634766,0.0051734051667153835,0.6735076904296875,10.250231742858887,0.0,29.63779640197754,175.91371154785156,-58.319061279296875,0.005186258349567652
330,0.587494969367981,200.18112182617188,-99.50306701660156,0.0052002607844769955,0.6855077147483826,10.24443244934082,0.0,29.773967742919922,175.65684509277344,-58.0544548034668,0.005190585739910603
340,0.5557026267051697,200.11573791503906,-99.50216674804688,0.0052002607844769955,0.6877588629722595,10.23636245727539,0.0,29.75087547302246,175.63621520996094,-58.067230224609375,0.005190585739910603
350,0.5680310726165771,200.1375274658203,-99.500732421875,0.0052002607844769955,0.6836239099502563,10.212556838989258,0.0,29.534639358520508,175.97642517089844,-58.453575134277344,0.005145267583429813
360,0.5781649947166443,200.15577697753906,-99.49972534179688,0.0052002607844769955,0.6825332045555115,10.193626403808594,0.0,29.34567642211914,176.25633239746094,-58.78248977661133,0.00508017186075449
370,0.5785003304481506,200.15435791015625,-99.4986801147461,0.005183054134249687,0.6787089109420776,10.192391395568848,0.0,29.338939666748047,176.35696411132812,-58.839542388916016,0.005150023847818375
380,0.5417634844779968,200.08193969726562,-99.49920654296875,0.0052002607844769955,0.7005618214607239,10.272732734680176,0.0,30.06570053100586,175.55189514160156,-57.71024703979492,0.005190585739910603
390,0.5238598585128784,200.0485382080078,-99.50041198730469,0.0052002607844769955,0.7121022343635559,10.313629150390625,0.0,30.425384521484375,175.2145233154297,-57.18187713623047,0.005190585739910603
400,0.3372949957847595,199.69911193847656,-99.51226043701172,0.005179464817047119,0.7270832061767578,10.381115913391113,0.0,31.12854766845703,174.55130004882812,-56.14710235595703,0.005190585739910603
