epoch,train_mean_pnl,train_std_pnl,train_objective,train_ratio_penalty,avg_ratio,avg_abs_shares,val_mean_pnl,val_std_pnl,val_objective,val_ratio_penalty
1,-16.24456787109375,98.63150024414062,-65.65438842773438,0.14887620508670807,0.6115007400512695,4.6398515701293945,2.0075364112854004,81.50104522705078,-38.832828521728516,0.15980111062526703
10,-12.051758766174316,62.47749710083008,-43.51464080810547,0.013663609512150288,0.9626836180686951,11.30357837677002,-1.3411694765090942,46.51247024536133,-24.82797622680664,0.012903628870844841
20,-5.316067218780518,56.010135650634766,-33.60529327392578,0.039118558168411255,1.16952645778656,14.758243560791016,-6.796576976776123,36.96696853637695,-25.60076904296875,0.030095182359218597
30,-2.901340961456299,56.546112060546875,-31.469802856445312,0.05662265792489052,1.217117190361023,15.499300003051758,-8.621480941772461,35.802764892578125,-26.86667251586914,0.05231644958257675
40,-1.7674094438552856,57.95145034790039,-31.03795051574707,0.060128629207611084,1.2222989797592163,15.555805206298828,-9.328811645507812,35.58576202392578,-27.47062873840332,0.05808611586689949
50,-1.4918179512023926,56.97683334350586,-30.272308349609375,0.0604066476225853,1.2189682722091675,15.481492042541504,-9.731350898742676,35.63998794555664,-27.901702880859375,0.059530358761548996
60,-0.155417338013649,57.91518020629883,-29.403017044067383,0.06285510212182999,1.2120051383972168,15.416220664978027,-9.810358047485352,35.59922790527344,-27.960784912109375,0.060102321207523346
70,0.5913599729537964,58.66002655029297,-29.025470733642578,0.06629858165979385,1.2072275876998901,15.309126853942871,-9.944158554077148,35.736167907714844,-28.16335105895996,0.0602082684636116
80,1.4353443384170532,59.592002868652344,-28.64251708984375,0.06999688595533371,1.2006990909576416,15.139009475708008,-10.07135009765625,35.84396743774414,-28.344648361206055,0.06035294756293297
90,2.2102744579315186,60.35312271118164,-28.244722366333008,0.07497456669807434,1.189957857131958,15.020371437072754,-10.079771995544434,35.642906188964844,-28.252609252929688,0.06070321425795555
100,3.328073024749756,61.552833557128906,-27.720718383789062,0.08024310320615768,1.1709753274917603,14.776165008544922,-9.784101486206055,35.19674301147461,-27.731698989868164,0.05889720097184181
110,4.373904228210449,61.45466613769531,-26.616601943969727,0.09951914846897125,1.1237577199935913,14.131817817687988,-12.555815696716309,45.08097839355469,-35.424095153808594,0.05579164996743202
120,5.155422687530518,62.193763732910156,-26.200355529785156,0.12082316726446152,1.1058440208435059,14.012687683105469,-11.616185188293457,42.984031677246094,-33.43800354003906,0.05760982632637024
130,5.817835807800293,61.67152404785156,-25.26821517944336,0.1648786962032318,1.036885142326355,13.366971969604492,-10.02316665649414,47.209327697753906,-33.934722900390625,0.09442170709371567
140,6.929266452789307,63.059566497802734,-24.850431442260742,0.16014449298381805,1.0517504215240479,13.40246295928955,-7.796576976776123,38.922325134277344,-27.56786346435547,0.07412707060575485
150,6.594589710235596,62.07878494262695,-24.693721771240234,0.18841849267482758,0.9946519732475281,12.70940113067627,-6.49627161026001,53.236610412597656,-33.3809928894043,0.1392979621887207
160,7.353348731994629,63.31185531616211,-24.548568725585938,0.1759147047996521,1.006525993347168,12.597208976745605,-7.218976974487305,53.76165008544922,-34.36555480957031,0.13432563841342926
170,7.441668510437012,63.380611419677734,-24.493724822998047,0.19641922414302826,0.9827741384506226,12.469877243041992,-7.267499923706055,54.86039352416992,-34.957096099853516,0.15649864077568054
180,7.421997547149658,63.283267974853516,-24.465106964111328,0.19321121275424957,0.994892418384552,12.574411392211914,-7.683599472045898,54.13799285888672,-35.018043518066406,0.14554376900196075
190,7.31907844543457,63.06733322143555,-24.460628509521484,0.1909620761871338,1.0034291744232178,12.654810905456543,-7.853133201599121,53.581146240234375,-34.913169860839844,0.1382349133491516
200,7.108164310455322,62.741607666015625,-24.509654998779297,0.19232819974422455,1.0039808750152588,12.689969062805176,-7.658968925476074,53.73176574707031,-34.794395446777344,0.13921980559825897
210,7.670069694519043,63.7473030090332,-24.45046615600586,0.18823716044425964,1.011273741722107,12.754454612731934,-7.7312092781066895,53.092437744140625,-34.55155563354492,0.13184070587158203
220,7.407745838165283,63.16767501831055,-24.4239559173584,0.17967340350151062,1.0216238498687744,12.87138843536377,-7.847553730010986,52.56094741821289,-34.40764617919922,0.12615326046943665
230,8.020840644836426,64.62398529052734,-24.53795051574707,0.18067991733551025,1.0188688039779663,12.828697204589844,-7.653221130371094,52.732112884521484,-34.29853439331055,0.12913714349269867
240,6.904929161071777,62.55642318725586,-24.622854232788086,0.17835333943367004,1.020851731300354,12.897578239440918,-7.668253421783447,52.87855911254883,-34.384925842285156,0.1310812085866928
250,7.720756530761719,63.82059860229492,-24.437068939208984,0.18227078020572662,1.0166629552841187,12.807693481445312,-7.609311580657959,52.6634635925293,-34.21721267700195,0.1296064406633377
260,7.3799872398376465,63.10599136352539,-24.421443939208984,0.18027034401893616,1.02033531665802,12.853850364685059,-7.779376029968262,52.43272018432617,-34.272857666015625,0.12835732102394104
270,7.5189056396484375,63.36834716796875,-24.412860870361328,0.1839454472064972,1.017503261566162,12.830341339111328,-7.779331207275391,52.428653717041016,-34.27117919921875,0.1295333206653595
280,7.567877292633057,63.451560974121094,-24.405534744262695,0.18481966853141785,1.018754243850708,12.853835105895996,-7.860878944396973,52.30397033691406,-34.29185485839844,0.12916402518749237
290,7.548424243927002,63.40635299682617,-24.402620315551758,0.18512125313282013,1.020652174949646,12.88344669342041,-7.962149143218994,52.19415283203125,-34.33963394165039,0.12871317565441132
300,7.556426525115967,63.420345306396484,-24.40166664123535,0.18608981370925903,1.0210267305374146,12.892148971557617,-8.007061004638672,52.22311019897461,-34.39947509765625,0.1293582171201706
310,7.5814032554626465,63.4682731628418,-24.400615692138672,0.18707354366779327,1.0213403701782227,12.90134334564209,-8.059563636779785,52.211029052734375,-34.44663619995117,0.12957637012004852
320,7.644536018371582,63.598636627197266,-24.402585983276367,0.1878698468208313,1.0218347311019897,12.912629127502441,-8.129654884338379,52.178401947021484,-34.50135040283203,0.1295432299375534
330,7.534623146057129,63.36849594116211,-24.397544860839844,0.1885024756193161,1.02217435836792,12.92629623413086,-8.172893524169922,52.193946838378906,-34.55299758911133,0.1298462450504303
340,7.436834812164307,63.174705505371094,-24.3985538482666,0.18887293338775635,1.0229172706604004,12.941619873046875,-8.229413986206055,52.16810607910156,-34.59735107421875,0.1298237293958664
350,8.040799140930176,64.49625396728516,-24.45464324951172,0.18984170258045197,1.0231521129608154,12.93478775024414,-8.310469627380371,52.01142883300781,-34.601287841796875,0.12898090481758118
360,7.600103378295898,63.49827194213867,-24.39686393737793,0.18952639400959015,1.0238488912582397,12.951943397521973,-8.328219413757324,52.065269470214844,-34.64589309692383,0.12951987981796265
