epoch,train_mean_pnl,train_std_pnl,train_objective,train_cap_penalty,avg_ratio,avg_abs_shares,cap_hit_rate,val_mean_pnl,val_std_pnl,val_objective,val_cap_penalty
160,19.051294326782227,405.95745849609375,-183.92742919921875,0.006457087118178606,0.8925989866256714,13.518989562988281,0.0,-16.695533752441406,366.05743408203125,-199.7242431640625,0.008095735684037209
170,19.198139190673828,405.896240234375,-183.74998474121094,0.006506479810923338,0.9046669602394104,13.647916793823242,0.0,-16.709293365478516,365.60931396484375,-199.51394653320312,0.008274342864751816
180,20.52939224243164,407.6376037597656,-183.28941345214844,0.006518235895782709,0.8833118081092834,13.475069046020508,0.0,-14.736663818359375,366.2940368652344,-197.88368225097656,0.007856021635234356
190,20.58882713317871,407.6612854003906,-183.2418212890625,0.006516668945550919,0.8999899625778198,13.500205039978027,0.0,-13.898785591125488,366.5018310546875,-197.1497039794922,0.00799630768597126
200,20.60713768005371,407.6641540527344,-183.22494506835938,0.006530588958412409,0.9146538972854614,13.536884307861328,0.0,-13.794553756713867,367.26043701171875,-197.42477416992188,0.007856021635234356
210,20.618101119995117,407.66973876953125,-183.21676635742188,0.006484064739197493,0.9113200902938843,13.53298568725586,0.0,-13.770926475524902,367.19970703125,-197.3707733154297,0.007904347963631153
220,20.629806518554688,407.6708679199219,-183.20562744140625,0.006547946948558092,0.9123958945274353,13.530247688293457,0.0,-13.52844524383545,367.76397705078125,-197.41043090820312,0.007982447743415833
230,20.630325317382812,407.6697692871094,-183.20455932617188,0.006551040802150965,0.925557553768158,13.557032585144043,0.0,-14.348867416381836,366.0123291015625,-197.3550262451172,0.00799630768597126
240,20.618576049804688,407.67706298828125,-183.21995544433594,0.006524094380438328,0.9265391230583191,13.5429048538208,0.0,-14.62512493133545,365.6493225097656,-197.4497833251953,0.008136594668030739
250,20.61219024658203,407.6484680175781,-183.2120361328125,0.006553494371473789,0.9446089863777161,13.604948043823242,0.0,-14.733173370361328,365.52142333984375,-197.49388122558594,0.008136594668030739
260,20.637165069580078,407.6718444824219,-183.19876098632812,0.0065497420728206635,0.9209511876106262,13.541508674621582,0.0,-14.603096008300781,365.6496276855469,-197.42791748046875,0.008136594668030739
270,20.63797950744629,407.6729736328125,-183.19850158691406,0.006553690880537033,0.9263575077056885,13.543124198913574,0.0,-14.683186531066895,365.6631164550781,-197.51473999023438,0.008136594668030739
280,20.64251136779785,407.6746520996094,-183.19480895996094,0.006553810089826584,0.9190877079963684,13.525982856750488,0.0,-14.643001556396484,365.71630859375,-197.50115966796875,0.008136594668030739
290,20.621498107910156,407.6582336425781,-183.20761108398438,0.006555730011314154,0.9415892362594604,13.571889877319336,0.0,-14.30679702758789,366.3966369628906,-197.50511169433594,0.007914979010820389
300,20.6430606842041,407.6759338378906,-183.1949005126953,0.00655043451115489,0.9182971715927124,13.488639831542969,0.0,-13.486224174499512,368.0332336425781,-197.50283813476562,0.00799630768597126
310,20.643171310424805,407.67645263671875,-183.19505310058594,0.006554103456437588,0.9232039451599121,13.51600170135498,0.0,-14.27099323272705,366.5146789550781,-197.52833557128906,0.00799630768597126
320,20.64441680908203,407.67596435546875,-183.19357299804688,0.0065572140738368034,0.9276249408721924,13.543548583984375,0.0,-14.736640930175781,365.6918640136719,-197.58258056640625,0.008136594668030739
330,20.64628791809082,407.67645263671875,-183.1919403076172,0.006556985899806023,0.9199845790863037,13.527093887329102,0.0,-14.672389030456543,365.73822021484375,-197.54150390625,0.008136594668030739
340,20.627901077270508,407.6679992675781,-183.2061004638672,0.00656123086810112,0.9639619588851929,13.641611099243164,0.0,-14.739727020263672,365.4271240234375,-197.4532928466797,0.008276880718767643
350,20.639923095703125,407.672119140625,-183.19613647460938,0.006557435262948275,0.9495123624801636,13.618383407592773,0.0,-14.646570205688477,365.4233703613281,-197.35826110839844,0.008276880718767643
360,20.63193130493164,407.6744689941406,-183.20530700683594,0.006549087818711996,0.9357370734214783,13.56960678100586,0.0,-14.536975860595703,365.5069274902344,-197.29043579101562,0.008136594668030739
370,20.647289276123047,407.6766052246094,-183.19100952148438,0.006559328641742468,0.9322360157966614,13.586026191711426,0.0,-14.540875434875488,365.5924072265625,-197.3370819091797,0.00815074797719717
380,20.637510299682617,407.6683654785156,-183.19667053222656,0.006560988258570433,0.957846462726593,13.592657089233398,0.0,-13.922356605529785,366.2266540527344,-197.0356903076172,0.008136593736708164
390,20.63619613647461,407.6676330566406,-183.19761657714844,0.006559486500918865,0.9576040506362915,13.604180335998535,0.0,-14.446038246154785,365.59185791015625,-197.24197387695312,0.008137548342347145
400,20.642122268676758,407.6719055175781,-183.19383239746094,0.006560550536960363,0.9558777213096619,13.57391357421875,0.0,-14.169797897338867,365.8683166503906,-197.1039581298828,0.00799630768597126
