stage,epoch,loss,recon_loss,kl_loss,calendar_loss,val_recon_loss,dyn_loss,price_loss,exec_loss,move_loss,val_dyn_loss,val_price_loss,val_exec_loss,val_move_loss
vae,1,0.9493032693862915,0.9480529189109802,0.06251841997727751,0.0,0.864418089389801,,,,,,,,
vae,2,0.6821993708610534,0.6603906631469727,1.090435254573822,2.1838996076828376e-09,0.6694727540016174,,,,,,,,
vae,3,0.5789790749549866,0.563923454284668,0.7527812540531158,2.679099099468438e-10,0.6629117727279663,,,,,,,,
vae,4,0.5611296832561493,0.5479684174060822,0.6580630719661713,6.87298872003618e-11,0.6001989245414734,,,,,,,,
vae,5,0.5237529933452606,0.501497459411621,1.1127769947052002,1.111945331635708e-08,0.5756750106811523,,,,,,,,
vae,6,0.497735995054245,0.48205172419548037,0.7842133998870849,4.338692252692233e-12,0.5504850149154663,,,,,,,,
vae,7,0.47682088017463686,0.45954668521881104,0.8637096762657166,5.378362741281783e-10,0.5574121475219727,,,,,,,,
vae,8,0.4538157284259796,0.43582348227500917,0.8996128082275391,2.843433767520803e-14,0.5487109422683716,,,,,,,,
vae,9,0.43237562775611876,0.4133714854717255,0.9502070903778076,1.828084905675098e-12,0.522303581237793,,,,,,,,
vae,10,0.41463037133216857,0.3938086986541748,1.0410833716392518,4.847453367526344e-11,0.48770612478256226,,,,,,,,
vae,11,0.39841465950012206,0.3792142033576965,0.9600228428840637,1.4882384213876777e-11,0.44903603196144104,,,,,,,,
vae,12,0.39118555188179016,0.367583829164505,1.1800859928131104,6.385130618680179e-11,0.43661433458328247,,,,,,,,
vae,13,0.3970241189002991,0.3733641684055328,1.1829971194267273,7.255758990160067e-10,0.5146722793579102,,,,,,,,
vae,14,0.37716426253318786,0.3547940135002136,1.1185124039649963,1.8330574280689406e-10,0.4936138391494751,,,,,,,,
vae,15,0.36335173845291135,0.3365490198135376,1.3401358127593994,1.7357640498538718e-10,0.42411234974861145,,,,,,,,
vae,16,0.3557318389415741,0.33282129764556884,1.1455272793769837,4.9352111286538046e-11,0.43136337399482727,,,,,,,,
vae,17,0.3352793037891388,0.31023391485214236,1.2522693395614624,7.284042835369563e-10,0.4236319065093994,,,,,,,,
vae,18,0.3242743253707886,0.30096583962440493,1.1654241800308227,3.414723270963281e-10,0.43200570344924927,,,,,,,,
vae,19,0.32440932989120486,0.297969263792038,1.3220033407211305,1.241807505436565e-09,0.42197784781455994,,,,,,,,
vae,20,0.32076857089996336,0.2949088215827942,1.292987549304962,1.108633245969215e-10,0.40053531527519226,,,,,,,,
vae,21,0.3071881353855133,0.2812675952911377,1.2960269093513488,5.317319362596606e-10,0.39059484004974365,,,,,,,,
vae,22,0.2922608554363251,0.2627833366394043,1.4738762140274049,1.1627975716847761e-09,0.3991042673587799,,,,,,,,
vae,23,0.2888605296611786,0.26089337170124055,1.3983574390411377,2.0032171652979117e-09,0.4000038802623749,,,,,,,,
vae,24,0.28053573369979856,0.252007520198822,1.4264104843139649,5.470576971950536e-09,0.39182502031326294,,,,,,,,
vae,25,0.2786154806613922,0.24960391819477082,1.4505781412124634,1.1828060704488497e-09,0.38516756892204285,,,,,,,,
vae,26,0.27845550179481504,0.2503498524427414,1.405282473564148,3.823326227836432e-09,0.38500258326530457,,,,,,,,
vae,27,0.2768623262643814,0.24664416015148163,1.5109085083007812,3.702068249178403e-09,0.39252787828445435,,,,,,,,
vae,28,0.3142556339502335,0.2879622995853424,1.3146666526794433,8.326026383100038e-10,0.4063614308834076,,,,,,,,
vae,29,0.2998245656490326,0.2686563044786453,1.5584131240844727,2.8884740736409564e-09,0.3996496796607971,,,,,,,,
vae,30,0.29162079095840454,0.2625494867563248,1.4535651922225952,3.498746301965755e-09,0.41382938623428345,,,,,,,,
vae,31,0.2670271873474121,0.23570093512535095,1.5663127422332763,6.134787616796089e-09,0.44001638889312744,,,,,,,,
vae,32,0.2588977783918381,0.22985536754131317,1.4521207094192505,5.5968449321779534e-09,0.39278706908226013,,,,,,,,
vae,33,0.25551366806030273,0.2252371519804001,1.5138257026672364,4.316901738854462e-09,0.3898111879825592,,,,,,,,
vae,34,0.24050050973892212,0.20969852507114412,1.5400993824005127,6.213476909844432e-09,0.40965700149536133,,,,,,,,
vae,35,0.2534375637769699,0.22422114312648772,1.4608208179473876,2.0712439152692495e-09,0.3964517414569855,,,,,,,,
vae,36,0.23501928448677062,0.20486826598644256,1.5075508117675782,7.032009186752619e-09,0.37780433893203735,,,,,,,,
vae,37,0.23160675466060637,0.20255308747291564,1.4526833295822144,1.2573428292972367e-08,0.3868473768234253,,,,,,,,
vae,38,0.23218458890914917,0.20226295292377472,1.4960819005966186,1.5537313921565322e-09,0.39404818415641785,,,,,,,,
vae,39,0.2383829951286316,0.20836756825447084,1.5007713794708253,2.491383039628092e-09,0.3814121186733246,,,,,,,,
vae,40,0.2262996405363083,0.19427541494369507,1.6012113332748412,2.7036952333220344e-09,0.3710334599018097,,,,,,,,
vae,41,0.2273172616958618,0.1971053421497345,1.5105961561203003,1.8123639533573765e-09,0.3729146420955658,,,,,,,,
vae,42,0.2190952032804489,0.18800680041313172,1.5544197797775268,2.6354290861944908e-08,0.3797265887260437,,,,,,,,
vae,43,0.22218118011951446,0.1929055482149124,1.4637815475463867,1.970865450440923e-09,0.3934386074542999,,,,,,,,
vae,44,0.21433140635490416,0.18478853404521942,1.4771435976028442,1.3098809577749472e-09,0.3746180236339569,,,,,,,,
vae,45,0.2095763862133026,0.1788061887025833,1.5385098218917848,3.445474167085294e-09,0.3834713101387024,,,,,,,,
vae,46,0.21140594482421876,0.1811969459056854,1.5104499101638793,2.6077675630009623e-09,0.3931368291378021,,,,,,,,
vae,47,0.21021177470684052,0.17908372282981871,1.556402564048767,1.2077630531966144e-08,0.3793151378631592,,,,,,,,
vae,48,0.20743369460105895,0.17647479772567748,1.5479449510574341,5.007494513487032e-09,0.36967387795448303,,,,,,,,
vae,49,0.20060816407203674,0.16974352300167084,1.5432320833206177,1.5464402085274553e-09,0.38063564896583557,,,,,,,,
vae,50,0.1997285395860672,0.16877398788928985,1.5477275133132935,2.2433076396488614e-09,0.3751768469810486,,,,,,,,
vae,51,0.19496527910232545,0.1640521615743637,1.5456559181213378,2.65047676040875e-09,0.3757549226284027,,,,,,,,
vae,52,0.20168751180171968,0.17093388736248016,1.5376812934875488,2.527374753924505e-09,0.3845795691013336,,,,,,,,
vae,53,0.20188632905483245,0.17048347890377044,1.5701425552368165,5.828745845010142e-09,0.41354697942733765,,,,,,,,
vae,54,0.2046806901693344,0.17292689085006713,1.5876897811889648,1.224943544375634e-08,0.39061081409454346,,,,,,,,
vae,55,0.2058279186487198,0.17552439868450165,1.515175986289978,1.2505211866020716e-09,0.44934332370758057,,,,,,,,
vae,56,0.20431510508060455,0.17171159982681275,1.6301751375198363,2.230437551320463e-09,0.389166921377182,,,,,,,,
vae,57,0.20539107620716096,0.1751644343137741,1.5113320827484131,3.749164027497254e-09,0.4161514341831207,,,,,,,,
vae,58,0.2088466167449951,0.17574778497219085,1.6549418687820434,3.406388970894625e-09,0.4228268563747406,,,,,,,,
vae,59,0.21076494753360747,0.17946275174617768,1.5651097059249879,2.5697580934708197e-09,0.39656704664230347,,,,,,,,
vae,60,0.19723339676856994,0.1642707258462906,1.6481337308883668,6.533811756914698e-09,0.38910043239593506,,,,,,,,
vae,61,0.19678944647312163,0.16509260535240172,1.5848421335220337,3.512178850528791e-09,0.4157813787460327,,,,,,,,
vae,62,0.1926774114370346,0.15959424078464507,1.6541585683822633,2.8137231655733785e-09,0.3895905017852783,,,,,,,,
vae,63,0.1917065054178238,0.16015743017196654,1.5774535894393922,2.167879383403737e-08,0.3884392976760864,,,,,,,,
vae,64,0.1881190836429596,0.1545173466205597,1.680086898803711,4.925284902146387e-09,0.38262680172920227,,,,,,,,
vae,65,0.204463329911232,0.17257581949234008,1.5943755388259888,4.614466742047796e-09,0.3926827013492584,,,,,,,,
vae,66,0.18266216814517974,0.1484589844942093,1.7101592779159547,1.4089468147737704e-09,0.4382648468017578,,,,,,,,
vae,67,0.18455940783023833,0.15255127251148223,1.600406813621521,1.0355233226455596e-09,0.38261762261390686,,,,,,,,
vae,68,0.17779376208782197,0.14521305859088898,1.629035234451294,2.8297683751787874e-09,0.37488824129104614,,,,,,,,
vae,69,0.17978380620479584,0.1478730857372284,1.595535969734192,1.4006855431070164e-08,0.3833073079586029,,,,,,,,
vae,70,0.1732366919517517,0.14039926826953888,1.6418711185455321,3.291701705654404e-09,0.383989155292511,,,,,,,,
vae,71,0.1673562705516815,0.13498811721801757,1.6184078216552735,5.084362242335771e-09,0.37519243359565735,,,,,,,,
vae,72,0.16405354142189027,0.13065601885318756,1.6698761463165284,4.005989592825721e-09,0.37711480259895325,,,,,,,,
vae,73,0.16878643929958342,0.13672963976860047,1.6028398752212525,2.648813079986212e-09,0.42322951555252075,,,,,,,,
vae,74,0.17302411794662476,0.14156891107559205,1.572760534286499,3.22875284286539e-09,0.4028933644294739,,,,,,,,
vae,75,0.1805824965238571,0.14990344494581223,1.5339527606964112,1.1872389960032591e-09,0.43170955777168274,,,,,,,,
vae,76,0.17174394130706788,0.13877755254507065,1.648319387435913,3.854261976243834e-09,0.4002896845340729,,,,,,,,
vae,77,0.17457929253578186,0.14436641037464143,1.5106439352035523,1.1037162758742447e-08,0.37722569704055786,,,,,,,,
vae,78,0.16320908069610596,0.13158435374498367,1.5812363862991332,3.1383249776695264e-09,0.3896030783653259,,,,,,,,
vae,79,0.16110821068286896,0.12737059742212295,1.6868807077407837,3.57846026144415e-09,0.38188183307647705,,,,,,,,
vae,80,0.16157152652740478,0.12813400775194167,1.6718760967254638,5.167240052506017e-09,0.39409083127975464,,,,,,,,
vae,81,0.16422342956066133,0.13162637501955032,1.629852795600891,3.3416815536924107e-09,0.38263681530952454,,,,,,,,
vae,82,0.1561245560646057,0.12282200008630753,1.6651278018951416,3.629435496588229e-09,0.3837897777557373,,,,,,,,
vae,83,0.15915097296237946,0.12573666125535965,1.6707156896591187,2.9973838466812453e-09,0.41755756735801697,,,,,,,,
vae,84,0.1548348069190979,0.12111862450838089,1.6858089923858643,7.203383423082243e-09,0.38198426365852356,,,,,,,,
vae,85,0.1609647661447525,0.12834391742944717,1.6310423374176026,2.6572887334985752e-09,0.3882436454296112,,,,,,,,
vae,86,0.16150888204574584,0.12763479799032212,1.6937042951583863,5.61208781668654e-09,0.38059139251708984,,,,,,,,
vae,87,0.15743303298950195,0.12469403445720673,1.6369500875473022,3.0573854337134777e-09,0.39053234457969666,,,,,,,,
vae,88,0.1563249111175537,0.12312361150979996,1.6600651025772095,2.2732623783383587e-09,0.39505118131637573,,,,,,,,
vae,89,0.1520901918411255,0.11931342631578445,1.6388383865356446,2.066679127832316e-09,0.4055148661136627,,,,,,,,
vae,90,0.15153210759162902,0.11879635453224183,1.6367876529693604,6.191208989925201e-09,0.3916880786418915,,,,,,,,
vae,91,0.1476776421070099,0.11361374109983444,1.7031952142715454,2.865356762971061e-09,0.39395999908447266,,,,,,,,
vae,92,0.14843554496765138,0.11490850001573563,1.6763525485992432,4.893326799315645e-09,0.40327832102775574,,,,,,,,
vae,93,0.14457063376903534,0.11080460548400879,1.6883015155792236,3.221969896438637e-09,0.39225172996520996,,,,,,,,
vae,94,0.148257514834404,0.11414131820201874,1.705810046195984,4.918168050593863e-09,0.4286133050918579,,,,,,,,
vae,95,0.1434806227684021,0.10966195613145828,1.6909332275390625,5.09329462494712e-09,0.3813513517379761,,,,,,,,
vae,96,0.14945122301578523,0.11663244217634201,1.6409390687942504,6.2617824148070154e-09,0.39713534712791443,,,,,,,,
vae,97,0.14553299248218537,0.11260214000940323,1.6465426921844482,1.4166453843333926e-09,0.3831327557563782,,,,,,,,
vae,98,0.1445722371339798,0.11193971037864685,1.631626343727112,3.5583960666940582e-09,0.3785843551158905,,,,,,,,
vae,99,0.14268232583999635,0.11086159199476242,1.591036891937256,3.606659626509412e-09,0.39426541328430176,,,,,,,,
vae,100,0.1398125559091568,0.10550298988819122,1.7154783248901366,2.9621475050589653e-09,0.4046434760093689,,,,,,,,
vae,101,0.1382549449801445,0.10478105545043945,1.6736944198608399,1.9384504001962455e-09,0.4002394378185272,,,,,,,,
vae,102,0.1393842190504074,0.10557699203491211,1.690361452102661,5.551159351635526e-09,0.38676363229751587,,,,,,,,
vae,103,0.13970722556114196,0.1069727048277855,1.6367260694503785,4.2869509497833745e-09,0.41605597734451294,,,,,,,,
vae,104,0.1373424857854843,0.10358977168798447,1.68763587474823,2.2847381181412276e-09,0.39163169264793396,,,,,,,,
vae,105,0.13702539205551148,0.10379719287157059,1.6614099025726319,3.0851184495972463e-09,0.4131680130958557,,,,,,,,
vae,106,0.1375489592552185,0.10412141233682633,1.6713773012161255,5.535242997289913e-09,0.3959650993347168,,,,,,,,
vae,107,0.1318214863538742,0.09744419157505035,1.7188647747039796,3.3347379524428788e-09,0.38182196021080017,,,,,,,,
vae,108,0.13297362476587296,0.0997807264328003,1.6596450328826904,1.3155638634021471e-09,0.3823590874671936,,,,,,,,
vae,109,0.13445043563842773,0.10073677748441696,1.6856827974319457,4.387246921311317e-09,0.4042957127094269,,,,,,,,
vae,110,0.12681160122156143,0.09265906661748886,1.7076269388198853,2.515270747238674e-09,0.39307767152786255,,,,,,,,
vae,111,0.1322661370038986,0.09837867766618728,1.6943728446960449,3.0833098518812107e-09,0.38970303535461426,,,,,,,,
vae,112,0.1339263677597046,0.09947396516799926,1.7226200342178344,9.09895365719393e-09,0.37988850474357605,,,,,,,,
vae,113,0.13528940826654434,0.10129326581954956,1.6998071432113648,4.054435920330946e-09,0.4126506745815277,,,,,,,,
vae,114,0.12957811504602432,0.09646331965923309,1.6557397842407227,2.787361275125022e-09,0.3944655954837799,,,,,,,,
vae,115,0.13068910241127013,0.0969541996717453,1.6867451190948486,3.4323521802548385e-09,0.3961680829524994,,,,,,,,
vae,116,0.1398478239774704,0.1050230473279953,1.741238784790039,1.0072507938829744e-08,0.3926464021205902,,,,,,,,
vae,117,0.14570910185575486,0.11244196444749832,1.6633569240570067,1.2801875559631526e-09,0.3912467658519745,,,,,,,,
vae,118,0.13339219391345977,0.09896299391984939,1.7214600563049316,3.517365754213131e-09,0.4054928123950958,,,,,,,,
vae,119,0.12752745151519776,0.09265379905700684,1.7436826705932618,3.3000356614021342e-09,0.4080147445201874,,,,,,,,
vae,120,0.12688926011323928,0.09241285324096679,1.7238204717636108,3.2828451956845584e-09,0.42836567759513855,,,,,,,,
heads,1,,,,,,1.480286439259847,0.37675612901940064,0.35764823744402213,0.23295682471464663,1.0107234716415405,0.8168935179710388,0.15027211606502533,
heads,2,,,,,,1.369677980740865,0.2696276429821463,0.16182543074383454,0.15506323470788844,0.8935984373092651,0.21000009775161743,0.0989149808883667,
heads,3,,,,,,1.2166000207265217,0.13407764781047316,0.14726946524837436,0.09180065836100017,0.847661554813385,0.04368596524000168,0.08234533667564392,
heads,4,,,,,,0.9946344296137491,0.09566908472162836,0.14318402505972805,0.07143683797296356,0.7259161472320557,0.03251699358224869,0.08101304620504379,
heads,5,,,,,,0.9330907662709554,0.08047750066308414,0.1404210703776163,0.06426178066826918,0.6845477819442749,0.02797754853963852,0.07449274510145187,
heads,6,,,,,,0.790768583615621,0.07176595559234128,0.13814380151384018,0.057901890345794314,0.596605658531189,0.021196860820055008,0.07100848853588104,
heads,7,,,,,,0.7978288729985555,0.06483227332286975,0.13612132957753012,0.053182927288991565,0.725003719329834,0.019638026133179665,0.06646208465099335,
heads,8,,,,,,0.7844629089037577,0.059373914866763,0.13397674744620042,0.05004342075656442,0.5280268788337708,0.01694938726723194,0.06384482979774475,
heads,9,,,,,,0.6985463897387186,0.05555116363308009,0.13207986994701273,0.04647775114897419,0.628023087978363,0.013086685910820961,0.06387978792190552,
heads,10,,,,,,0.6802360812822977,0.05135946660576498,0.13058493757510886,0.04373867524897351,0.5304856896400452,0.0121271051466465,0.06472667306661606,
heads,11,,,,,,0.6634205977121989,0.04855584753129412,0.1288400891730014,0.040901582523742146,0.5948522686958313,0.01048459205776453,0.062295880168676376,
heads,12,,,,,,0.6011122266451517,0.04588260408490896,0.12724545751424396,0.03923320520997924,0.5097126960754395,0.009214290417730808,0.05807638540863991,
heads,13,,,,,,0.6135239799817404,0.04388133085825864,0.1258277699132176,0.03725322157911518,0.6435022950172424,0.009286286309361458,0.058327894657850266,
heads,14,,,,,,0.5957144896189371,0.041836089016321826,0.12432416791425031,0.03606737235232311,0.5805412530899048,0.007840538397431374,0.06030452623963356,
heads,15,,,,,,0.5875304539998373,0.04059853684157133,0.12286380623631618,0.03402670886477127,0.6165910363197327,0.0068361046724021435,0.05974467471241951,
heads,16,,,,,,0.543516198794047,0.039402079549344146,0.12101842068574008,0.032703581813941986,0.5473724603652954,0.007323805242776871,0.05656567960977554,
heads,17,,,,,,0.4776029884815216,0.03787998838678879,0.11955162510275841,0.03154318807098795,0.5975997447967529,0.006779389921575785,0.059465307742357254,
heads,18,,,,,,0.4878304998079936,0.0374018908752238,0.11828530568848639,0.031447899144362,0.5556300282478333,0.005801182705909014,0.05541712045669556,
heads,19,,,,,,0.44367138544718426,0.03620547089068329,0.11720556897275589,0.030262808945468244,0.5842990279197693,0.005534638650715351,0.06133287772536278,
heads,20,,,,,,0.43720486760139465,0.03527483031811083,0.11678149419672348,0.02929662721341147,0.6269139051437378,0.005668839905411005,0.06121181696653366,
heads,21,,,,,,0.4509776135285695,0.034969021292293775,0.11612668304758914,0.029593994128791726,0.6293037533760071,0.005267515312880278,0.059843581169843674,
heads,22,,,,,,0.5259649554888407,0.03421815739506308,0.11563651723896756,0.027904075406053486,0.5795494318008423,0.005548075307160616,0.0633678138256073,
heads,23,,,,,,0.46098992228507996,0.033583484918755645,0.11489328763940755,0.027662517311161056,0.5711265802383423,0.004930658265948296,0.05877368524670601,
heads,24,,,,,,0.4478646218776703,0.032813136739765894,0.11459140841136961,0.027189267497947988,0.613611102104187,0.004579681903123856,0.06338472664356232,
heads,25,,,,,,0.38858841856320697,0.03194703520549571,0.11422965237322975,0.026445292155532277,0.554489254951477,0.004609453026205301,0.058066438883543015,
heads,26,,,,,,0.401090810696284,0.031002660775009322,0.11382664761999074,0.02586066068204887,0.666772723197937,0.004380867816507816,0.06925446540117264,
heads,27,,,,,,0.43796809514363605,0.031070063164567247,0.11328572034835815,0.026021428406238556,0.5845333337783813,0.004419894423335791,0.06019286438822746,
heads,28,,,,,,0.4446360568205516,0.030692694489570224,0.11322091947145321,0.024754439234076178,0.6801241636276245,0.004115949850529432,0.06625811010599136,
heads,29,,,,,,0.410160760084788,0.03050638299764079,0.11297288832857329,0.024612750118488774,0.5978835821151733,0.0039953263476490974,0.06183649227023125,
heads,30,,,,,,0.33857545256614685,0.02968034931622884,0.1123267202912008,0.024386452100075343,0.6268227696418762,0.0038595518562942743,0.06875640153884888,
heads,31,,,,,,0.33153706789016724,0.02927320132799008,0.11206400482093587,0.023986829006496596,0.6517711877822876,0.004730953834950924,0.06831968575716019,
heads,32,,,,,,0.36865026752154034,0.02929162305286702,0.1116729814778356,0.024241048212656203,0.7093032598495483,0.0037808914203196764,0.06659354269504547,
heads,33,,,,,,0.4151551425457001,0.02896498579203206,0.11150468677720603,0.023315218496410287,0.5992742776870728,0.0037943271454423666,0.06475793570280075,
heads,34,,,,,,0.3731589615345001,0.028681538506027532,0.11140766202965204,0.023266336414963007,0.5531947016716003,0.0037483014166355133,0.06855180859565735,
heads,35,,,,,,0.3200202484925588,0.028195393682621857,0.11091461591422558,0.022955297355485314,0.6119183897972107,0.0033929303754121065,0.06406065076589584,
heads,36,,,,,,0.30099786321322125,0.028085856835412627,0.11080713350983228,0.022590788601733306,0.5747849941253662,0.00354078714735806,0.0684424489736557,
heads,37,,,,,,0.2961868147055308,0.027325885233414525,0.11064204091534895,0.022041516542872962,0.6333391070365906,0.003518122946843505,0.06625538319349289,
heads,38,,,,,,0.31872472167015076,0.027537317426108262,0.11012605051783954,0.022244419792995733,0.5654188990592957,0.0041162786073982716,0.06826435029506683,
heads,39,,,,,,0.2755526552597682,0.027221920954830506,0.11033893694334171,0.021420158966280082,0.6984995603561401,0.0031603695824742317,0.06847206503152847,
heads,40,,,,,,0.26251882314682007,0.02689944804810426,0.10978808363570887,0.021802444586201626,0.5751055479049683,0.0030542921740561724,0.07007700204849243,
heads,41,,,,,,0.27468148867289227,0.026584355023634786,0.10965258113163359,0.021282199934563217,0.700430154800415,0.003506863722577691,0.06620243191719055,
heads,42,,,,,,0.2786892255147298,0.026404320947168505,0.10944403653197429,0.021217090817277923,0.5881549119949341,0.0031872186809778214,0.06680259853601456,
heads,43,,,,,,0.2648126582304637,0.026097331853473887,0.10949585203300505,0.020880572306101814,0.6373620629310608,0.0034693910274654627,0.06383444368839264,
heads,44,,,,,,0.23990008234977722,0.02618750592912821,0.10897601856028333,0.02069126652991947,0.6314302682876587,0.003129255725070834,0.06856101006269455,
heads,45,,,,,,0.24903962512811026,0.025534425149945653,0.10887903632486567,0.02069468760643812,0.6956460475921631,0.0027351153548806906,0.07327146828174591,
heads,46,,,,,,0.26281167070070904,0.0257740635150934,0.10871544294059277,0.02037478599916486,0.5845039486885071,0.0028182228561490774,0.07252121716737747,
heads,47,,,,,,0.2368797759215037,0.025548500364975017,0.10863507549990625,0.02022570094970219,0.6602321863174438,0.002866355935111642,0.0684715062379837,
heads,48,,,,,,0.2214947740236918,0.025096703375525335,0.1082607666578363,0.019996096023961026,0.6042875647544861,0.003443412948399782,0.07384219765663147,
heads,49,,,,,,0.2206068436304728,0.02508438896278248,0.10817935000009396,0.01995013388531173,0.6374948024749756,0.0029589373152703047,0.07254373282194138,
heads,50,,,,,,0.2422128220399221,0.02488057709792081,0.10778900707030997,0.019707850372309193,0.5905967950820923,0.002718757139518857,0.07453745603561401,
heads,51,,,,,,0.24003728727499643,0.024824267006753123,0.10779705106773797,0.01933167442022001,0.6642091870307922,0.002725795144215226,0.07197882235050201,
