min_dte,max_dte,min_moneyness,max_moneyness,max_rel_spread,min_liquidity_volume,min_liquidity_open_interest,sell_edge_threshold,buy_edge_threshold,weekly_abs_edge_usd,mid_abs_edge_usd,prefer_defined_risk,allow_naked_long,allow_naked_short,max_naked_dte,stress_return_gate,no_defined_risk,total_pnl,daily_sharpe,max_drawdown_abs,max_drawdown,trades,candidates,win_rate
14,60,0.75,1.05,0.08,500.0,20000.0,3.0,-6.0,0.2,0.3,False,True,False,14,-0.015,True,2407.2161363054647,0.2735396663738224,-9745.744002988256,-1.3482319490113543,1881,4167,0.6305220883534136
7,60,0.95,1.05,0.05,25.0,10000.0,8.0,-8.0,0.5,2.0,True,False,False,14,-0.03,False,2397.1696362086295,1.0483164427462033,-999.5021696781746,-9.509164764424453,634,11413,0.5983935742971888
3,75,0.75,1.2,0.08,25.0,10000.0,5.0,-30.0,0.5,0.1,True,False,False,30,-0.0125,False,2395.951886028231,1.0992796420363753,-378.25297321612175,-2.2534201422180185,670,21737,0.6345381526104418
10,60,0.95,1.1,0.08,100.0,5000.0,20.0,-5.0,0.05,0.5,False,True,False,14,0.0,True,2384.5183730831704,0.21353449302113908,-9220.989974343105,-0.934114830612981,1315,3806,0.41767068273092367
7,30,0.8,1.25,0.08,100.0,3000.0,8.0,-12.0,0.05,2.0,True,True,True,30,-0.015,False,2290.0923686750107,0.6971875142018541,-1918.658150638403,-3.119398565322214,1876,10328,0.6506024096385542
21,30,0.75,1.05,0.12,50.0,20000.0,0.5,-12.0,0.2,0.5,True,False,True,21,-0.0125,False,2226.909946925633,0.5271061217745325,-3780.444527005163,-2.299695594191448,1107,2796,0.5742971887550201
14,90,0.9,1.25,0.2,1000.0,5000.0,8.0,-12.0,0.3,0.2,True,True,False,30,-0.0125,False,2181.3186323991767,0.8531230751622899,-1796.7872917562247,-1.7167589070293292,600,2778,0.5301204819277109
10,60,0.95,1.2,0.03,200.0,3000.0,12.0,-12.0,0.03,0.5,True,False,False,45,-0.015,False,2022.5952695947467,0.8804806761701842,-1379.0670677749083,-3.9451733220147855,582,5949,0.5060240963855421
14,60,0.8,1.2,0.2,200.0,10000.0,8.0,-4.0,0.3,1.0,False,True,True,45,-0.0125,True,1997.8527203406557,0.15347519059090275,-10445.036780922579,-1.28042364882684,2026,6490,0.5662650602409639
7,60,0.95,1.05,0.05,25.0,10000.0,8.0,-8.0,0.5,2.0,True,False,False,14,-0.015,False,1920.7641284636538,0.8998253778075924,-1101.664653759604,-6.400383331507984,596,10937,0.570281124497992
14,90,0.9,1.25,0.12,1000.0,10000.0,0.5,-3.0,0.3,0.05,True,True,False,30,-0.02,False,1899.1583657229298,0.2867253321335185,-4981.80582879794,-1.232432042140199,707,3251,0.5461847389558233
7,75,0.8,1.15,0.12,1000.0,0.0,0.5,-20.0,0.1,2.0,True,True,True,45,-0.02,False,1885.0203915912948,1.1672990088474444,-936.8209979688136,-2.529529495649526,1867,19291,0.7309236947791165
7,30,0.8,1.05,0.15,200.0,3000.0,5.0,-4.0,0.05,2.0,False,True,True,60,-0.01,True,1824.61859948459,0.20213577957154652,-8046.969479094349,-7.307354630120617,1849,8174,0.6024096385542169
10,30,0.85,1.3,0.08,200.0,0.0,20.0,-12.0,0.1,0.05,True,False,False,60,-0.03,False,1762.7419743338119,0.6758696320125762,-1121.7733945215637,-2.6369635939787637,719,7645,0.6024096385542169
14,90,0.9,1.25,0.12,1000.0,50000.0,8.0,-15.0,0.3,0.2,True,True,False,30,-0.02,False,1747.7907764649176,0.7099110678462162,-1630.5413372558555,-282.9175831284867,615,2915,0.5622489959839357
14,120,0.95,1.05,0.03,50.0,3000.0,5.0,-10.0,0.1,0.2,True,True,False,60,0.0,False,1698.2695752581576,1.0043041253658151,-1097.1253021093332,-1.270089139761795,397,3509,0.3493975903614458
14,30,0.75,1.05,0.15,50.0,20000.0,0.5,-5.0,0.2,0.5,False,False,True,21,-0.0125,True,1574.6542909768486,0.17335444518143517,-10472.86619726837,-9.445764890931622,1945,5207,0.5903614457831325
14,45,0.95,1.2,0.05,1000.0,50000.0,10.0,-0.3,0.03,2.0,True,True,True,45,-0.02,False,1533.0779101969492,0.23091111468878292,-6452.8620325041475,-17.80153768824604,1612,1913,0.6104417670682731
14,30,0.75,1.1,0.12,0.0,50000.0,15.0,-30.0,0.2,2.0,True,True,False,45,-0.03,False,1480.9630371351607,0.725645299579394,-1592.138263196905,-0.6918402851626321,914,5445,0.6506024096385542
3,45,0.85,1.3,0.15,0.0,10000.0,10.0,-12.0,0.3,0.5,True,False,True,30,-0.02,False,1476.4637101353387,0.3293800254595244,-3551.9256125645034,-0.8565835802351214,1933,19744,0.6746987951807228
10,120,0.95,1.2,0.1,1000.0,0.0,0.3,-10.0,0.3,0.3,True,True,True,30,-0.0075,False,1459.0935956995775,0.12310741747153868,-14215.54472241035,-45.76669310207819,1382,11233,0.570281124497992
10,75,0.95,1.3,0.12,50.0,20000.0,8.0,-15.0,1.0,0.05,True,False,False,45,-0.015,False,1408.2057463079432,1.6049861137712045,-552.8015823424544,-1.4461534429981326,522,8812,0.5100401606425703
21,60,0.9,1.2,0.1,1000.0,20000.0,2.0,-10.0,0.2,0.2,False,False,False,7,0.0,True,1405.3568409880709,0.23687472066467133,-6985.791271080918,-289.2047718172878,941,1146,0.3815261044176707
3,90,0.95,1.25,0.15,1000.0,50000.0,2.0,-12.0,0.1,0.3,True,True,True,30,-0.01,False,1353.9342214421217,0.23972469158105775,-4009.039771988173,-2.334220540279623,1658,6518,0.6144578313253012
5,30,0.9,1.3,0.1,50.0,5000.0,0.3,-12.0,0.3,1.0,True,True,False,45,-0.015,False,1292.8002763348445,0.5556296891713739,-1020.9654376435185,-2.29033536996379,552,13321,0.6265060240963856
14,90,0.9,1.2,0.2,200.0,20000.0,0.5,-15.0,0.03,0.5,False,True,True,7,-0.02,True,1288.504973430864,0.2068581984723512,-9032.92217034275,-5.5998974526369745,1925,7268,0.6546184738955824
21,75,0.8,1.05,0.1,1000.0,3000.0,0.1,-4.0,1.0,0.05,True,True,False,45,-0.01,False,1164.3974743500603,0.23048504305175246,-6567.357940706343,-138.92671349108434,662,2058,0.5020080321285141
3,90,0.95,1.25,0.15,1000.0,50000.0,2.0,-8.0,0.03,1.0,True,True,True,30,-0.03,False,1019.2884369098037,0.1344275928869256,-5960.464807677012,-2.115148864650875,1883,7408,0.6867469879518072
21,30,0.8,1.2,0.08,500.0,10000.0,15.0,-30.0,1.0,1.0,True,True,True,21,0.0,False,1014.295439546815,0.490578364505924,-2702.8253689634525,-7.237390920623811,418,771,0.26907630522088355
5,120,0.95,1.3,0.2,50.0,3000.0,0.1,-15.0,0.3,0.2,False,False,True,30,-0.015,True,1011.5678915101041,0.36016723780849363,-2404.408141835812,-2.581001031179478,1848,16008,0.6746987951807228
21,120,0.8,1.1,0.1,500.0,50000.0,0.05,-12.0,0.3,0.05,True,True,True,21,-0.015,False,906.8678355003353,0.28090339197799724,-3564.0864910973887,-27.284170165335798,760,4020,0.5662650602409639
21,75,0.8,1.05,0.15,50.0,5000.0,1.0,-30.0,0.3,0.3,True,False,True,7,-0.03,False,882.751869271784,0.42635593238434516,-1523.9442833479598,-1.9886916398482455,829,7161,0.6024096385542169
10,75,0.9,1.25,0.15,50.0,1000.0,2.0,-20.0,0.5,0.05,True,True,False,21,-0.0075,False,870.8841660717744,1.303966735740718,-532.328999468589,-5.924573602845897,492,10568,0.5220883534136547
14,45,0.85,1.05,0.15,500.0,10000.0,8.0,-15.0,0.03,0.1,True,False,True,60,-0.015,False,840.6511356350738,0.15849575032499055,-6053.842736880531,-31.893507276571533,1793,3322,0.6385542168674698
21,120,0.9,1.05,0.1,1000.0,3000.0,1.0,-5.0,0.05,0.3,True,False,True,21,-0.015,False,824.132168742276,0.2174408482923919,-5045.927421938697,-22.652303206679182,658,2102,0.5020080321285141
10,30,0.95,1.25,0.2,100.0,20000.0,0.1,-8.0,0.05,0.5,False,False,True,60,-0.015,True,757.9216932665595,0.07637422364935086,-7753.266682173206,-3.031224457446355,1877,5891,0.6104417670682731
10,60,0.9,1.1,0.1,200.0,10000.0,0.5,-12.0,0.3,0.2,True,False,True,7,-0.015,False,756.1421701047923,0.30108165449950064,-2085.1682641817147,-2.4536468155296824,565,7975,0.5100401606425703
7,75,0.95,1.2,0.12,50.0,20000.0,0.1,-30.0,0.5,0.2,True,True,True,60,-0.005,False,747.6494590449913,0.2566313276316438,-2097.348971201852,-6.176345861547048,1565,11177,0.5742971887550201
14,120,0.95,1.15,0.15,25.0,1000.0,8.0,-12.0,1.0,0.2,False,False,True,21,-0.02,True,663.0163396259886,0.08056646851391137,-8007.026049457014,-1.369471518572745,1944,7794,0.6184738955823293
21,90,0.8,1.1,0.05,1000.0,1000.0,0.05,-0.5,0.2,2.0,False,False,False,7,-0.015,True,633.2962478474146,0.05843626845689842,-10640.301896996409,-16.26340728999752,1827,2533,0.5823293172690763
7,60,0.95,1.05,0.05,25.0,10000.0,8.0,-15.0,0.5,0.1,True,True,True,14,-0.03,False,573.3256330297759,0.12143160840089072,-6038.966366773201,-9.152132545549478,1728,11346,0.678714859437751
5,120,0.95,1.25,0.05,25.0,20000.0,20.0,-10.0,0.03,1.0,True,True,False,7,-0.005,False,560.6220253291754,0.05618860755391059,-12135.577216515057,-8.652879339165144,476,11093,0.5100401606425703
21,30,0.85,1.3,0.08,200.0,0.0,20.0,-12.0,0.1,0.05,True,False,False,7,-0.03,False,532.3319551691445,0.14319012386480137,-2679.9112686766202,-1.2219573486798423,995,2619,0.5301204819277109
7,60,0.75,1.2,0.03,50.0,0.0,0.1,-15.0,1.0,1.0,True,True,True,30,0.0,False,467.6483822260012,0.48456952317932966,-1101.1242597695164,-54.48770828644181,1049,8774,0.40562248995983935
10,45,0.9,1.25,0.08,200.0,5000.0,20.0,-8.0,0.05,0.05,False,False,True,7,-0.03,True,447.4327241504757,0.05510489246998279,-7108.384169000883,-2.0082724627176756,2023,6237,0.5903614457831325
14,60,0.95,1.2,0.12,50.0,3000.0,0.1,-15.0,0.05,0.2,True,False,True,21,-0.005,False,432.9882048786259,0.1733142319954546,-1929.2919519038978,-4.070353205275947,991,6082,0.5060240963855421
7,60,0.95,1.3,0.03,1000.0,20000.0,5.0,-20.0,0.05,0.3,True,True,False,60,-0.0125,False,392.0974788185505,0.1677183455549936,-2657.033325954616,-1.530960387130267,542,4139,0.5261044176706827
14,75,0.75,1.25,0.15,25.0,5000.0,10.0,-30.0,0.3,0.5,True,True,False,14,-0.005,False,368.12010579176797,0.5681509001689148,-479.20327326632764,-1.0107406376705037,543,8497,0.4979919678714859
3,45,0.9,1.25,0.2,200.0,0.0,8.0,-20.0,0.1,0.05,True,True,False,30,-0.0075,False,364.076429353575,0.836646857373452,-514.2522336597544,-2.678500974808934,605,16949,0.5662650602409639
3,75,0.75,1.05,0.2,100.0,20000.0,8.0,-10.0,0.2,1.0,False,True,False,45,-0.005,True,349.3258580192223,0.045256257986761556,-5490.502532533451,-5.337880808319652,1701,14942,0.5943775100401606
14,75,0.95,1.1,0.05,200.0,1000.0,8.0,-12.0,0.2,1.0,True,True,True,14,-0.0125,False,277.51723891795655,0.09283196700617734,-2876.2345356102364,-4.445294679177525,752,4769,0.5421686746987951
10,90,0.9,1.15,0.1,200.0,5000.0,0.1,-6.0,0.3,0.3,True,False,True,14,-0.02,False,274.0368241794944,0.06180963436081017,-4002.814141138554,-29.67111828019138,1173,9322,0.5662650602409639
3,120,0.8,1.1,0.03,25.0,3000.0,8.0,-15.0,0.1,0.2,False,True,False,45,-0.03,True,240.89123947846338,0.08697681457111966,-3111.171722497053,-7.614928349744614,1970,19686,0.8032128514056225
21,90,0.85,1.05,0.1,50.0,20000.0,1.0,-12.0,0.03,0.05,False,True,False,30,0.0,True,235.5970047313508,0.033126844288317504,-7961.109301974083,-4.824620665269886,1190,4283,0.40963855421686746
3,60,0.95,1.2,0.1,50.0,0.0,0.5,-12.0,1.0,0.3,True,True,True,30,0.0,False,226.5749686888879,0.07176187108496931,-3198.4256095245782,-1.8731610628938813,1070,10888,0.43373493975903615
10,30,0.9,1.1,0.08,0.0,50000.0,12.0,-12.0,0.3,0.2,False,False,False,7,-0.0125,True,210.37942062284355,0.0417218706342505,-4867.796385468396,-12.75115441940246,1842,7309,0.5983935742971888
14,45,0.9,1.3,0.15,100.0,0.0,3.0,-20.0,0.3,0.05,False,True,True,14,0.0,True,115.8312244347976,0.02305118980297969,-5263.747387264418,-7.744370131563925,1136,4828,0.3815261044176707
21,30,0.75,1.05,0.12,50.0,20000.0,20.0,-12.0,0.3,0.5,True,False,True,21,-0.0125,False,89.62186809570744,0.027990758151372235,-2608.987731434827,-5.235816147885769,989,2157,0.5220883534136547
21,30,0.85,1.1,0.1,500.0,3000.0,20.0,-0.5,0.1,2.0,True,False,True,14,-0.02,False,76.83705400432154,0.032868912153727906,-2646.0826164436285,-21.746259846427627,559,1194,0.40160642570281124
14,45,0.95,1.15,0.2,0.0,10000.0,3.0,-12.0,0.05,0.1,True,True,False,30,-0.0125,False,57.41471014106099,0.018006977349210616,-4371.0150967509,-1.2365938854002716,688,6495,0.4979919678714859
5,120,0.95,1.05,0.03,50.0,3000.0,2.0,-10.0,0.05,0.2,False,True,True,60,0.0,True,30.68839126243347,0.005255835982954959,-5906.623626448827,-13.703081683966301,1147,7813,0.43775100401606426
21,45,0.85,1.15,0.1,500.0,5000.0,0.05,-8.0,0.1,2.0,True,False,True,30,-0.0125,False,-38.7467586001444,-0.010262602389150024,-5068.295895087323,-8.852345503303008,1346,2550,0.5261044176706827
7,90,0.75,1.25,0.03,1000.0,0.0,0.1,-30.0,0.2,0.5,True,False,True,30,-0.0075,False,-43.51013616235082,-0.030332027121070894,-1448.1473547514775,-44.30405270778197,1537,14495,0.606425702811245
21,60,0.75,1.05,0.12,1000.0,5000.0,12.0,-1.0,0.2,0.3,True,True,False,60,-0.01,False,-59.48866267105359,-0.010003154059571641,-8321.765042554985,-125.00586597900624,641,1661,0.4819277108433735
5,30,0.95,1.3,0.1,100.0,10000.0,0.3,-20.0,0.3,1.0,False,False,False,60,-0.015,True,-91.71973141078297,-0.02331903076133898,-3627.1271803474256,-7.449827659253393,1848,10827,0.6586345381526104
10,90,0.85,1.1,0.15,25.0,0.0,10.0,-30.0,0.5,2.0,True,False,True,7,-0.0075,False,-96.65380658028153,-0.0731649932719131,-1779.1699818739908,-1.6233601684842172,503,11639,0.5261044176706827
21,75,0.9,1.15,0.15,200.0,0.0,1.0,-15.0,0.2,0.1,True,True,True,30,-0.02,False,-101.462134507688,-0.035387867713037854,-2398.00476305298,-59.55221126337723,1226,7990,0.642570281124498
5,90,0.95,1.25,0.15,1000.0,1000.0,2.0,-8.0,0.03,0.05,True,True,True,30,-0.03,False,-104.12165197193463,-0.012719578316750699,-6354.66022919191,-2.557667527247327,1818,5989,0.6586345381526104
10,90,0.95,1.15,0.03,200.0,5000.0,12.0,-4.0,0.1,0.3,False,False,True,60,-0.01,True,-109.624324474079,-0.007098054060024285,-12742.155277572747,-2.9664049910948345,1967,6103,0.5381526104417671
10,120,0.8,1.25,0.15,200.0,1000.0,15.0,-20.0,0.5,2.0,True,True,False,21,-0.01,False,-111.47453318709017,-0.1139722767766779,-584.8189860834532,-3.5545296188790987,519,8015,0.5220883534136547
3,75,0.75,1.1,0.08,50.0,20000.0,1.0,-30.0,0.03,1.0,True,False,True,21,-0.01,False,-125.77500024187748,-0.08381673891138276,-2192.936477886398,-7.752930147551537,1633,19883,0.6907630522088354
7,30,0.75,1.15,0.12,50.0,10000.0,0.5,-6.0,0.2,2.0,False,True,False,14,0.0,True,-131.59647485127698,-0.011755013103135738,-6425.86923715639,-96.55228508013383,1350,7461,0.46987951807228917
7,30,0.8,1.05,0.12,200.0,3000.0,0.1,-4.0,0.03,2.0,False,True,True,60,-0.005,True,-173.222431662879,-0.01924667652183062,-8487.440367385041,-12.145493067558743,1689,7541,0.5502008032128514
5,45,0.9,1.05,0.03,200.0,3000.0,2.0,-10.0,0.5,0.2,True,True,True,7,0.0,False,-235.15023563342652,-0.07552879715933994,-4273.934644610938,-438.42949650514186,722,6953,0.43775100401606426
21,120,0.75,1.3,0.1,0.0,10000.0,8.0,-15.0,0.03,0.3,False,True,False,14,-0.0075,True,-247.78562432332728,-0.13398983654111354,-2921.273943807114,-184.78361744624146,1711,9057,0.5461847389558233
14,60,0.8,1.2,0.12,50.0,20000.0,5.0,-30.0,1.0,0.1,False,True,True,7,-0.02,True,-273.4645218444264,-0.05777029038545587,-3664.3158073799923,-7.397680499255832,1927,9336,0.678714859437751
21,60,0.9,1.25,0.2,200.0,5000.0,1.0,-15.0,1.0,0.1,True,False,False,60,0.0,False,-290.5440764313626,-0.2005673307619658,-1654.0859553305836,-12.194990008269434,451,2728,0.2891566265060241
5,90,0.95,1.2,0.08,0.0,10000.0,3.0,-30.0,0.2,0.1,True,False,False,21,-0.015,False,-351.4317548301969,-0.5440757240025379,-711.1306117648343,-3.880151162750121,468,16370,0.5783132530120482
14,90,0.9,1.25,0.12,100.0,10000.0,10.0,-3.0,0.05,0.2,True,True,True,30,-0.02,False,-385.6201771126234,-0.027528916586460048,-8631.869904206958,-1.3365755732918445,1880,8101,0.5220883534136547
3,60,0.75,1.15,0.2,500.0,20000.0,8.0,-6.0,0.03,0.3,True,False,False,60,-0.0075,False,-396.59182235669437,-0.13355331308958984,-3502.08378645176,-5.789300376883675,624,10024,0.4939759036144578
5,45,0.95,1.2,0.2,25.0,20000.0,8.0,-15.0,0.03,0.2,True,True,False,7,-0.015,False,-508.9155632208685,-0.6093891876691117,-968.6321584863723,-5.214161837255137,496,13397,0.5983935742971888
21,60,0.75,1.3,0.05,25.0,50000.0,5.0,-15.0,1.0,0.3,True,False,True,60,-0.02,False,-557.6422550380976,-0.1705941312379225,-4134.230005500486,-4.76650768159875,1929,7426,0.6626506024096386
14,30,0.9,1.3,0.2,1000.0,50000.0,12.0,-30.0,0.05,2.0,True,True,False,21,0.0,False,-574.4098833008419,-0.2338736192159786,-2254.9338919791317,-3.6866745491477038,359,946,0.27710843373493976
21,90,0.95,1.2,0.15,500.0,20000.0,0.05,-12.0,0.05,0.5,False,True,True,7,-0.0125,True,-586.8857784586307,-0.06671525487344146,-13036.6245936064,-8.96075740729386,1746,2735,0.5341365461847389
14,120,0.95,1.3,0.15,25.0,5000.0,15.0,-30.0,0.1,2.0,True,False,False,7,-0.02,False,-592.1479466254098,-0.5323082441151589,-1380.012649181415,-6.405667555267811,590,6813,0.5100401606425703
14,60,0.9,1.2,0.2,200.0,10000.0,8.0,-0.3,0.3,1.0,False,True,False,45,-0.0125,True,-613.8409014251656,-0.04161121398769647,-11543.96218703235,-1.157195235394302,2150,6024,0.5662650602409639
10,60,0.95,1.15,0.2,100.0,20000.0,10.0,-8.0,0.05,0.5,False,True,False,14,-0.005,True,-677.6826672358011,-0.06024769122497811,-8710.707487122734,-1.341130202542097,1669,6367,0.5020080321285141
21,60,0.8,1.3,0.1,0.0,3000.0,0.1,-15.0,0.1,0.2,False,True,False,45,0.0,True,-685.6140389675988,-0.1660364620464387,-4197.0549108201585,-16.409843567858253,1137,4985,0.40160642570281124
14,60,0.95,1.25,0.05,1000.0,1000.0,12.0,-0.1,1.0,0.3,True,False,False,45,0.0,False,-708.8807987143521,-0.3091174782392028,-2314.9708035741496,-1.441370531271212,332,1247,0.26104417670682734
14,90,0.85,1.15,0.03,1000.0,3000.0,10.0,-12.0,0.5,0.3,True,True,False,45,-0.03,False,-740.0076297014962,-0.23793814901486407,-3672.6818296001493,-4.460894701069527,669,3090,0.5662650602409639
7,90,0.75,1.05,0.03,200.0,0.0,10.0,-20.0,0.05,0.3,True,True,True,30,-0.015,False,-777.5269568354936,-0.2992230396794883,-3483.7295767908613,-41.725460917315644,1774,13204,0.6546184738955824
3,90,0.95,1.25,0.15,1000.0,20000.0,0.5,-8.0,0.03,0.05,True,True,True,30,-0.01,False,-812.3962831340195,-0.11026781810079798,-5425.852935348327,-3.166436482671027,1684,6565,0.6144578313253012
3,120,0.9,1.1,0.03,25.0,10000.0,3.0,-12.0,0.03,0.2,True,False,True,45,-0.0075,False,-829.7942282550591,-0.27674457397303115,-2894.086370255476,-7.813074807452374,1719,16636,0.6184738955823293
10,30,0.75,1.15,0.08,500.0,10000.0,15.0,-5.0,0.03,2.0,True,True,False,45,-0.01,False,-849.6048123121436,-0.1631783838699805,-3530.7601664819917,-9.364536570143422,758,3441,0.5220883534136547
3,120,0.95,1.05,0.03,50.0,3000.0,5.0,-10.0,0.2,0.2,False,True,True,60,0.0,True,-863.1141685539028,-0.15547249471425434,-6291.224203598546,-9.329841424910008,1147,8585,0.44176706827309237
21,120,0.9,1.3,0.03,0.0,1000.0,2.0,-5.0,1.0,0.05,False,False,True,30,-0.0125,True,-900.2412452080798,-0.06398823911962268,-8884.099331030688,-1.7017576008370972,2193,7190,0.5220883534136547
10,30,0.9,1.15,0.2,100.0,10000.0,3.0,-6.0,0.3,0.05,True,False,True,45,-0.02,False,-927.9363106579958,-0.16334447920692866,-5870.749681773014,-8.38349160254081,2011,7059,0.6224899598393574
10,120,0.8,1.2,0.08,50.0,50000.0,5.0,-30.0,0.3,0.5,True,False,True,60,-0.01,False,-1040.3856720771837,-0.47893276161559123,-2730.812799807881,-43.76485575124793,1693,12723,0.6305220883534136
7,60,0.9,1.2,0.08,100.0,20000.0,0.5,-8.0,0.3,0.05,False,False,False,45,-0.015,True,-1095.7581339275066,-0.09661558411137375,-6625.285887457592,-2.440101470192443,2004,13335,0.5863453815261044
7,30,0.85,1.15,0.03,0.0,50000.0,15.0,-20.0,0.3,0.5,True,False,False,30,-0.0075,False,-1100.475048633924,-0.6329100744285455,-2228.3560983956627,-10.437823422975118,539,8901,0.5502008032128514
21,75,0.85,1.25,0.05,500.0,1000.0,8.0,-2.0,0.05,0.1,True,False,True,14,-0.03,False,-1110.8853403161083,-0.2860607903478466,-3978.395235176205,-0.0,839,3420,0.5220883534136547
21,120,0.85,1.15,0.15,50.0,50000.0,3.0,-8.0,0.05,2.0,False,True,False,60,-0.0075,True,-1161.6824991765873,-0.09533849972562047,-9352.170602038172,-2.839224558567361,1989,7907,0.5301204819277109
10,90,0.75,1.1,0.12,1000.0,50000.0,1.0,-5.0,0.05,0.2,False,True,False,45,-0.015,True,-1190.0627032775983,-0.1357465561906003,-8142.0558610531825,-130.23539359291166,1913,4082,0.5783132530120482
21,90,0.9,1.15,0.1,100.0,50000.0,20.0,-6.0,0.05,1.0,True,True,True,7,-0.03,False,-1210.0356798829412,-0.15312860836539346,-5308.194087310267,-5.167343118956412,879,4805,0.5020080321285141
14,30,0.85,1.1,0.1,25.0,1000.0,3.0,-5.0,1.0,0.3,False,True,True,30,-0.0075,True,-1345.1708968995626,-0.1079556564809756,-13216.317090597651,-12.012112160652746,1897,5166,0.5180722891566265
7,75,0.75,1.1,0.03,50.0,50000.0,12.0,-15.0,0.3,0.05,False,False,False,21,-0.02,True,-1356.496280347357,-0.4913169600907839,-3987.451184593463,-93.62840545507198,1930,13868,0.6867469879518072
5,30,0.8,1.15,0.08,25.0,10000.0,12.0,-10.0,0.03,1.0,True,False,True,21,-0.01,False,-1368.831009607212,-0.35488002223012804,-4378.861622569997,-3.99578670032294,1724,13251,0.5783132530120482
7,30,0.9,1.05,0.12,500.0,3000.0,20.0,-4.0,0.03,2.0,False,True,True,60,0.0,True,-1371.2335994626142,-0.2082178246699418,-7925.049782654341,-10.91612644376467,1163,3049,0.42971887550200805
7,120,0.95,1.05,0.08,200.0,0.0,0.3,-6.0,0.3,0.1,True,True,False,7,0.0,False,-1479.8293517655786,-0.19246830154532507,-10265.159463690856,-17.582424544346683,793,8620,0.4497991967871486
7,75,0.75,1.05,0.2,100.0,3000.0,12.0,-15.0,0.5,2.0,True,False,False,14,-0.0125,False,-1602.325030126231,-1.2379604852499746,-2190.6473733863295,-420.03063629980136,650,12469,0.6104417670682731
14,90,0.75,1.1,0.15,100.0,3000.0,1.0,-20.0,0.3,1.0,True,False,True,30,-0.02,False,-1654.4681417167565,-0.4847521211738967,-4772.596149280322,-12.061379756486508,1461,9796,0.6706827309236948
14,45,0.95,1.1,0.08,100.0,5000.0,20.0,-20.0,0.05,0.5,False,True,True,60,-0.005,True,-1761.3576054035846,-0.26904549137591055,-7178.08809415577,-15.21923724362462,1555,3385,0.5180722891566265
14,90,0.9,1.15,0.15,500.0,1000.0,2.0,-10.0,0.5,0.1,True,True,True,7,-0.0075,False,-1799.7412505780255,-0.5600104274010853,-3993.5328273618998,-97.34979792013495,599,4170,0.5100401606425703
10,60,0.9,1.2,0.2,1000.0,10000.0,0.5,-6.0,0.3,1.0,False,True,True,45,-0.0125,True,-1805.4550956339936,-0.2654667577659231,-11055.208015720453,-0.0,1842,3433,0.5823293172690763
7,30,0.95,1.1,0.1,0.0,1000.0,1.0,-12.0,1.0,2.0,True,True,True,45,-0.01,False,-1841.9214635062622,-0.401380168526625,-4729.48602321516,-12.71450024428401,1755,9803,0.6265060240963856
5,30,0.9,1.15,0.15,50.0,20000.0,8.0,-8.0,0.03,0.5,True,True,True,7,-0.0075,False,-1882.3610629738791,-0.27201594942997864,-5248.43327299852,-2.087568631922455,1125,11882,0.570281124497992
5,120,0.95,1.15,0.1,1000.0,50000.0,0.1,-10.0,0.5,0.3,True,False,False,45,-0.02,False,-1896.3213565583715,-0.7005324418883367,-3340.023717751367,-3.812559656033791,508,5968,0.5140562248995983
21,60,0.8,1.2,0.1,25.0,50000.0,2.0,-12.0,0.3,0.3,True,True,True,45,-0.01,False,-1939.7227841298754,-0.37538895684736096,-6472.070551265152,-5.016501308250608,1649,7202,0.570281124497992
21,60,0.75,1.2,0.12,200.0,1000.0,20.0,-0.1,0.2,0.2,True,True,False,7,0.0,False,-1969.206522611088,-0.19456906690546305,-9785.345450758958,-1.4833653547544148,771,2624,0.42971887550200805
5,30,0.95,1.25,0.2,1000.0,3000.0,0.1,-8.0,0.05,0.1,False,False,False,60,0.0,True,-2023.6051027384929,-0.30969355524934,-8648.501983201759,-6.926068476379736,1133,2758,0.42168674698795183
10,60,0.75,1.15,0.12,100.0,0.0,0.1,-20.0,0.1,0.1,False,True,True,14,-0.03,True,-2056.6172499732934,-0.5521365252288347,-4584.092986459577,-38.08856827391409,1968,14839,0.7108433734939759
10,75,0.75,1.05,0.15,500.0,20000.0,0.05,-20.0,0.3,1.0,False,False,True,21,-0.01,True,-2076.0460144884446,-0.26932053195953887,-10764.826004339022,-10.617207216338128,1748,5297,0.5863453815261044
7,120,0.75,1.05,0.15,50.0,20000.0,0.1,-15.0,0.3,0.2,True,False,False,45,-0.03,False,-2078.2862326504564,-1.5501275699652097,-2665.1754915260312,-0.0,712,17692,0.6345381526104418
14,120,0.75,1.05,0.1,100.0,20000.0,1.0,-30.0,0.05,0.3,True,True,False,30,-0.01,False,-2083.4839827537676,-1.0148542210587754,-3292.15554773727,-19.729018912166335,716,8743,0.5461847389558233
21,30,0.9,1.25,0.12,1000.0,20000.0,15.0,-8.0,0.1,0.05,False,True,True,21,0.0,True,-2100.9483329217264,-0.5578256062184659,-6559.494574513912,-10.694622576263086,444,449,0.28112449799196787
21,45,0.8,1.3,0.12,100.0,20000.0,3.0,-20.0,0.1,0.5,False,False,True,14,-0.005,True,-2143.4013383641045,-0.3447827644967559,-5818.666564478957,-4.932676507355734,1590,4223,0.5060240963855421
14,45,0.95,1.3,0.2,200.0,50000.0,0.05,-6.0,0.03,1.0,False,False,False,21,-0.02,True,-2230.215100153108,-0.24054374478912538,-7518.475772745549,-37.070123556453495,1980,4871,0.5983935742971888
