min_dte,max_dte,min_moneyness,max_moneyness,max_rel_spread,min_liquidity_volume,min_liquidity_open_interest,sell_edge_threshold,buy_edge_threshold,weekly_abs_edge_usd,mid_abs_edge_usd,prefer_defined_risk,allow_naked_long,allow_naked_short,max_naked_dte,stress_return_gate,no_defined_risk,total_pnl,daily_sharpe,max_drawdown_abs,max_drawdown,trades,candidates,win_rate
10,30,0.95,1.1,0.2,200.0,10000.0,10.0,-6.0,0.2,0.3,True,False,False,60,-0.03,False,-2318.053652347361,-0.7261247050209626,-4747.675183914362,-3.430239669994245,704,4835,0.5502008032128514
3,75,0.95,1.3,0.03,1000.0,10000.0,3.0,-3.0,0.5,2.0,True,False,True,14,-0.02,False,-2393.272028672451,-0.3978453375242758,-9011.20895275651,-4.284587819502994,1703,7222,0.6746987951807228
5,30,0.8,1.3,0.12,100.0,10000.0,5.0,-15.0,0.03,2.0,True,True,True,21,-0.005,False,-2406.1189599396366,-1.040877958588534,-3023.3600729679943,-138.3696824181759,1459,10892,0.5823293172690763
14,90,0.8,1.15,0.08,0.0,10000.0,3.0,-30.0,0.2,0.1,False,False,False,21,0.0,True,-2414.2308866831986,-0.6284052141773457,-4874.432431893739,-25.948796442642138,1136,7061,0.3895582329317269
10,30,0.8,1.25,0.03,0.0,50000.0,8.0,-8.0,0.2,0.2,False,True,False,7,-0.01,True,-2429.630726879497,-0.273845904470552,-6137.730193841309,-2.557697769513571,1834,6642,0.570281124497992
5,120,0.8,1.3,0.03,1000.0,20000.0,0.5,-5.0,0.2,0.2,True,False,False,14,-0.005,False,-2434.9771117985038,-0.9973379371538332,-3457.715005485456,-0.0,467,5959,0.4578313253012048
14,120,0.8,1.25,0.08,500.0,50000.0,0.3,-3.0,0.1,0.5,False,False,False,60,-0.015,True,-2443.732364006599,-0.23031647785628387,-8816.946317863598,-113.51078774363978,2042,5572,0.5582329317269076
10,45,0.75,1.25,0.2,25.0,50000.0,2.0,-12.0,0.3,0.3,True,True,False,30,-0.02,False,-2454.1776715307246,-0.5822416634563466,-4841.596139039625,-4.663849000456735,723,12157,0.5622489959839357
7,45,0.9,1.1,0.03,1000.0,50000.0,20.0,-12.0,0.05,2.0,False,True,False,7,-0.0125,True,-2481.0151346846624,-0.3116137574853206,-9616.317745293847,-4.880739142926058,1809,3890,0.6265060240963856
7,45,0.85,1.15,0.12,500.0,20000.0,0.1,-15.0,0.05,0.5,True,False,True,21,-0.02,False,-2482.928111374382,-0.5429930599296307,-6396.580369597584,-6.376393046274387,1595,7454,0.678714859437751
3,60,0.95,1.1,0.08,1000.0,50000.0,0.1,-1.0,0.3,0.5,True,False,False,14,0.0,False,-2486.673494871912,-1.1581111393684873,-3579.0022743822765,-6.941778431456518,378,4076,0.3333333333333333
14,90,0.75,1.1,0.15,1000.0,0.0,1.0,-20.0,0.3,1.0,False,False,True,30,-0.02,True,-2487.7730122256494,-0.4970153058572953,-7071.543191249537,-20.49991083877561,1925,12599,0.6947791164658634
21,45,0.85,1.1,0.15,500.0,20000.0,2.0,-2.0,0.03,0.2,False,True,True,21,-0.0075,True,-2512.346141322687,-0.31830625622729797,-9224.399673035228,-9.887879488650173,1627,2348,0.5421686746987951
7,90,0.9,1.2,0.08,1000.0,1000.0,20.0,-30.0,0.3,1.0,True,True,True,7,-0.0125,False,-2526.532557699558,-0.6896349575749428,-4539.966005983955,-4.340612710360749,768,4321,0.6144578313253012
7,90,0.95,1.25,0.05,1000.0,5000.0,10.0,-8.0,0.2,0.3,False,True,False,21,-0.015,True,-2580.6592249175396,-0.29845337563489893,-10683.262916295831,-2.9811077213221435,1860,4187,0.6144578313253012
7,45,0.75,1.15,0.15,500.0,50000.0,2.0,-12.0,0.3,0.3,True,True,False,45,-0.02,False,-2625.3775118024187,-0.8061254289058185,-3566.488005882219,-8.310828581256308,624,7598,0.5542168674698795
10,60,0.85,1.1,0.2,0.0,1000.0,0.05,-12.0,1.0,2.0,True,False,False,60,-0.0075,False,-2655.753598554664,-0.8204793483850125,-5188.484216918055,-3.2750782790213053,593,12191,0.4578313253012048
10,60,0.85,1.1,0.1,500.0,0.0,0.1,-30.0,0.05,1.0,True,True,True,45,-0.01,False,-2683.5250441089347,-0.5971937313082485,-5743.426987238872,-38.88500277118728,1715,12388,0.6265060240963856
21,90,0.75,1.3,0.1,0.0,5000.0,12.0,-12.0,0.1,0.1,False,False,True,30,-0.0075,True,-2724.153587663519,-0.30731130986487903,-10179.134428623882,-3.4403518745758186,1871,7890,0.4979919678714859
5,75,0.95,1.25,0.1,1000.0,50000.0,0.3,-8.0,0.3,0.2,False,False,True,14,-0.03,True,-2733.3482996037405,-0.2929194840324786,-8604.119975071928,-3.379199987861399,1993,5943,0.642570281124498
10,30,0.8,1.25,0.03,0.0,1000.0,8.0,-5.0,1.0,2.0,True,False,True,7,-0.0125,False,-2824.3321178649876,-0.714891743292231,-4792.74724737321,-20.610690011645005,784,7032,0.4819277108433735
10,30,0.8,1.3,0.2,50.0,10000.0,3.0,-8.0,0.5,0.5,True,False,True,21,-0.03,False,-2911.688612739916,-0.5337620525226967,-4487.263189466275,-58.65152637242652,1706,8586,0.6305220883534136
21,45,0.9,1.3,0.2,100.0,5000.0,0.1,-3.0,0.1,0.2,False,False,True,45,-0.01,True,-2919.977958099984,-0.2817709823904272,-10560.611248769601,-1.8207466664079297,1923,4509,0.5060240963855421
10,90,0.8,1.15,0.2,25.0,0.0,12.0,-30.0,0.05,2.0,False,False,False,21,-0.0075,True,-3024.33296145353,-0.837793572549792,-5004.013541051969,-65.30586684122885,1704,12158,0.5943775100401606
14,90,0.75,1.1,0.15,1000.0,3000.0,1.0,-0.1,0.05,1.0,False,False,True,30,-0.02,True,-3044.5684557182612,-0.28704604180505666,-9672.008151976666,-565.4052988538135,2028,3601,0.6024096385542169
10,60,0.85,1.25,0.1,0.0,3000.0,10.0,-15.0,0.03,1.0,False,True,True,14,0.0,True,-3167.0233273750055,-0.6371959731064616,-5693.669993258494,-48.99216323247269,1137,7210,0.40160642570281124
7,120,0.75,1.05,0.2,500.0,3000.0,1.0,-12.0,0.1,0.3,True,True,False,60,-0.0075,False,-3264.536157383577,-1.219978872676027,-3758.500221703951,-44.735281709978196,584,7606,0.5060240963855421
10,75,0.95,1.25,0.1,0.0,50000.0,15.0,-8.0,0.3,0.2,False,False,True,14,-0.01,True,-3352.8168969853396,-0.23202287782000772,-17575.724905953448,-1.3627916051007372,1948,8383,0.5180722891566265
14,45,0.9,1.2,0.15,100.0,1000.0,3.0,-6.0,0.3,0.1,True,True,False,60,-0.01,False,-3395.89235036782,-0.5793618709533976,-5527.392372147106,-4.239850762701547,793,6229,0.4538152610441767
10,45,0.8,1.3,0.15,100.0,10000.0,0.05,-30.0,0.05,2.0,False,True,True,45,-0.015,True,-3400.2730205849693,-0.7745550406823996,-5794.766096243664,-17.760872208779976,1848,9573,0.6465863453815262
14,45,0.95,1.2,0.05,1000.0,50000.0,2.0,-0.3,0.1,2.0,True,True,False,45,-0.02,False,-3417.438438117054,-0.6473422177473378,-6632.645818990879,-14.46266195555601,656,2089,0.43775100401606426
3,30,0.75,1.1,0.2,200.0,5000.0,10.0,-3.0,0.5,2.0,False,True,True,14,-0.03,True,-3502.6639756157547,-0.3388297001220742,-11464.845054983272,-1.6976041522967675,2132,13347,0.6666666666666666
10,60,0.75,1.1,0.1,1000.0,0.0,2.0,-30.0,0.3,2.0,False,True,True,21,-0.02,True,-3583.253053061132,-0.6491488832452621,-6117.14728206884,-0.0,1928,14117,0.6746987951807228
7,45,0.95,1.25,0.1,50.0,20000.0,2.0,-12.0,0.5,0.5,False,False,True,14,-0.03,True,-3683.538183645619,-0.5209577953843981,-9202.317680680493,-5.190407804998385,1981,12212,0.6987951807228916
10,30,0.9,1.15,0.03,0.0,20000.0,3.0,-4.0,0.3,0.2,False,True,True,14,-0.0075,True,-3737.264350865274,-0.3191125517768407,-9599.725257875398,-15.211939423470799,1846,6311,0.5261044176706827
7,90,0.9,1.05,0.08,100.0,3000.0,10.0,-20.0,1.0,2.0,False,False,False,14,-0.0125,True,-3757.6639549568285,-0.5107838167885818,-9833.751034997398,-22.56236597319305,1826,11578,0.6626506024096386
3,75,0.8,1.05,0.08,500.0,3000.0,0.3,-20.0,0.2,0.05,False,False,False,7,-0.0125,True,-3774.555844306541,-0.5812562955804869,-9883.452331090222,-9.681406376011095,1832,10851,0.678714859437751
7,45,0.9,1.3,0.12,200.0,50000.0,8.0,-4.0,0.2,2.0,True,True,True,45,-0.015,False,-3844.8536494370137,-0.35931586057468096,-11118.117869401027,-48.949037428659395,2014,9880,0.5662650602409639
5,120,0.95,1.05,0.08,500.0,10000.0,20.0,-5.0,0.1,0.3,False,False,False,45,-0.005,True,-3871.0852192736343,-0.4125001976897017,-8239.004744419457,-18.374802223375827,1651,5624,0.5341365461847389
5,75,0.75,1.3,0.1,200.0,20000.0,0.05,-6.0,0.1,0.05,False,False,False,14,0.0,True,-3948.9627928870214,-0.3486298573600678,-8126.277295596836,-4.0487489181556375,1350,8972,0.43775100401606426
10,45,0.9,1.25,0.15,25.0,20000.0,2.0,-30.0,0.1,0.3,False,False,False,30,-0.02,True,-3990.8071259112526,-0.6244118968510907,-8268.397193394661,-8.573455341709689,1927,10860,0.6586345381526104
10,30,0.85,1.2,0.12,100.0,3000.0,3.0,-2.0,0.3,2.0,True,False,True,21,-0.02,False,-4039.248408014592,-0.6722193111372579,-6295.542653799118,-3.5764060361425236,1739,7490,0.5662650602409639
21,45,0.85,1.05,0.15,100.0,3000.0,12.0,-6.0,0.03,0.1,True,True,True,14,-0.005,False,-4081.6607026323145,-0.8925801483123842,-4990.598837780467,-0.0,837,3331,0.4819277108433735
14,75,0.75,1.05,0.15,50.0,5000.0,0.1,-10.0,1.0,0.5,False,False,False,7,-0.02,True,-4206.992054285816,-0.3957003445208963,-13846.461912175815,-19.93125617423378,2053,9878,0.6265060240963856
7,30,0.8,1.25,0.12,1000.0,5000.0,0.1,-0.3,0.03,1.0,True,False,False,30,-0.0125,False,-4209.689875829418,-1.207428750647359,-7197.192850387827,-5.863341387430521,695,4063,0.5502008032128514
10,75,0.85,1.25,0.15,1000.0,50000.0,0.3,-8.0,0.3,0.2,False,False,True,60,-0.01,True,-4393.889616274581,-0.6391557967614058,-9040.668587869666,-144.60905844632452,1783,3641,0.5461847389558233
10,120,0.8,1.2,0.12,500.0,5000.0,0.1,-6.0,1.0,0.1,True,True,False,21,-0.03,False,-4413.872876180033,-0.8228142916909565,-6040.225309168772,-10.550464260384707,723,7072,0.5100401606425703
10,45,0.85,1.15,0.15,200.0,20000.0,0.05,-3.0,0.05,0.5,True,False,False,45,-0.01,False,-4464.494226509716,-1.1592283087913189,-6389.980477601447,-3.7616572725925383,707,7373,0.43373493975903615
3,60,0.85,1.15,0.05,500.0,10000.0,0.05,-8.0,0.05,0.5,True,True,True,7,-0.02,False,-4502.122590729648,-0.9824802844580901,-7142.686609276343,-0.0,1378,11518,0.6666666666666666
21,45,0.85,1.05,0.05,100.0,10000.0,0.1,-30.0,0.3,2.0,False,False,True,60,-0.0075,True,-4631.335134400204,-0.566928280274292,-8357.906660333156,-0.0,1693,4137,0.5622489959839357
10,120,0.9,1.1,0.1,500.0,1000.0,2.0,-3.0,0.03,0.2,True,False,False,14,-0.03,False,-4711.188333949791,-1.397517186485906,-6046.726864076055,-12332.88029157817,719,6323,0.5220883534136547
14,120,0.85,1.1,0.2,25.0,5000.0,0.5,-5.0,0.5,1.0,True,True,False,60,-0.02,False,-4715.4956641769495,-0.3319075507451849,-10312.206212612202,-14.915957680282125,1366,12586,0.43775100401606426
5,45,0.85,1.15,0.1,50.0,1000.0,0.1,-10.0,1.0,1.0,True,False,False,30,-0.0125,False,-4745.4960719831615,-1.197363916507121,-6095.887630910903,-5.12644762832332,612,16400,0.5381526104417671
10,90,0.75,1.2,0.08,1000.0,0.0,0.5,-12.0,0.1,2.0,False,False,True,45,-0.005,True,-4802.535018622391,-0.5323910156815659,-11902.457953054269,-3.979935478303359,1771,13438,0.5020080321285141
14,30,0.9,1.15,0.1,100.0,10000.0,1.0,-0.3,0.3,0.1,True,True,False,30,-0.015,False,-4836.069777096483,-0.5683406281478682,-13146.37607757698,-1.6676950199789307,1017,4679,0.4979919678714859
5,60,0.85,1.2,0.03,0.0,10000.0,8.0,-10.0,0.1,0.5,False,True,False,21,-0.02,True,-5022.000540446745,-0.590402169860541,-9610.970711451646,-0.0,2036,15840,0.6305220883534136
3,75,0.9,1.05,0.2,50.0,20000.0,3.0,-15.0,0.2,1.0,False,True,True,45,-0.005,True,-5177.845947304253,-1.0319496624801927,-7917.672545958415,-14.348108309193064,1592,15377,0.6104417670682731
10,120,0.9,1.1,0.12,500.0,50000.0,0.1,-10.0,0.3,0.2,False,True,False,14,-0.03,True,-5336.274314270739,-0.7039827189973871,-11346.587705769765,-23.831405782838967,1992,6255,0.6305220883534136
21,120,0.75,1.2,0.15,200.0,1000.0,1.0,-5.0,0.05,0.3,False,True,False,45,-0.005,True,-5421.106331448886,-0.40106261710873864,-8980.243321907325,-5.946154584643642,1848,5801,0.4939759036144578
14,60,0.95,1.25,0.15,500.0,0.0,1.0,-20.0,1.0,0.05,False,False,False,7,-0.02,True,-5445.811003013377,-0.7037293229993149,-8680.357518620009,-6.201431237020171,1924,8165,0.6506024096385542
21,45,0.95,1.25,0.08,100.0,10000.0,3.0,-10.0,0.03,0.2,True,False,False,60,-0.005,False,-5560.089266861547,-1.675431099061408,-7016.148442812216,-21.481521615532188,692,3140,0.3895582329317269
21,75,0.9,1.1,0.08,500.0,10000.0,10.0,-0.3,0.03,0.1,False,False,True,14,-0.02,True,-5880.681451370636,-0.6267410045492903,-11099.574078262718,-0.0,1973,2962,0.5742971887550201
7,90,0.85,1.15,0.2,500.0,5000.0,12.0,-8.0,0.03,2.0,False,False,True,7,-0.0075,True,-5903.1520054686525,-0.8193204252276759,-7940.183060406187,-103.39606505844158,1777,6983,0.5542168674698795
14,60,0.75,1.15,0.15,100.0,50000.0,0.1,-2.0,0.2,0.05,False,False,False,60,-0.03,True,-6057.088791867576,-0.3789357397744439,-12506.021279466415,-3.765641314154094,2379,9465,0.4939759036144578
21,30,0.75,1.1,0.2,0.0,5000.0,2.0,-5.0,0.05,1.0,True,True,False,60,0.0,False,-6214.915755813479,-0.9311205148655919,-7604.63920640005,-11.549732191847816,806,2191,0.42168674698795183
21,45,0.75,1.05,0.03,25.0,20000.0,0.1,-2.0,0.3,2.0,False,True,True,30,0.0,True,-6319.408285272232,-0.5937232519908833,-11654.795802500867,0.0,1346,3092,0.42971887550200805
21,45,0.9,1.1,0.12,200.0,1000.0,1.0,-4.0,0.1,0.3,True,False,True,45,-0.01,False,-6474.03816920125,-1.2238518611260871,-7632.272049678505,-0.0,1791,3536,0.5180722891566265
21,90,0.9,1.05,0.12,100.0,20000.0,0.05,-6.0,0.05,2.0,True,True,True,45,-0.01,False,-6525.437198132267,-0.897428845107992,-11438.244664463331,-56.75740762440797,1728,5543,0.5301204819277109
3,75,0.95,1.25,0.05,200.0,5000.0,3.0,-6.0,0.05,2.0,True,False,False,7,-0.02,False,-6913.113242231435,-1.732513136564882,-8276.426881284064,-9.906851512296726,681,13857,0.5140562248995983
21,60,0.95,1.15,0.08,50.0,1000.0,0.1,-20.0,0.03,0.5,False,False,False,45,-0.005,True,-7039.217517935068,-0.9323502248078862,-9631.516682979502,-13.401146033279575,1586,4415,0.46184738955823296
14,120,0.85,1.15,0.15,1000.0,50000.0,2.0,-6.0,0.03,0.5,False,True,False,60,-0.02,True,-7190.541425852873,-0.7423254790954839,-14807.01466233398,-0.0,1952,3559,0.5943775100401606
10,120,0.95,1.1,0.03,50.0,5000.0,0.3,-4.0,0.3,0.1,True,False,False,14,-0.0075,False,-7259.280755164572,-1.9318149300443839,-7747.636031820808,-0.0,689,8891,0.3493975903614458
3,120,0.95,1.05,0.1,500.0,20000.0,0.1,-0.5,0.1,0.5,True,False,True,21,-0.0075,False,-7274.268641555824,-1.1425453261713938,-10024.924210273106,-16.31924452306529,1786,8956,0.5742971887550201
3,90,0.75,1.3,0.15,50.0,50000.0,8.0,-5.0,1.0,0.2,True,False,True,30,-0.0125,False,-7542.952328076539,-0.9035950609555361,-10095.706504958795,-19.581658054510008,2201,21108,0.5060240963855421
5,45,0.85,1.1,0.15,100.0,20000.0,2.0,-10.0,0.03,0.2,False,True,True,21,-0.0075,True,-7642.978242288201,-1.0832498100496748,-10596.630940582863,-38.94373070954594,1786,13541,0.5943775100401606
21,60,0.9,1.25,0.08,50.0,5000.0,0.3,-3.0,0.5,0.05,True,True,True,21,0.0,False,-7677.597045959805,-0.7585251635945154,-14674.022533971063,-2.6184979091597413,836,4204,0.40160642570281124
5,45,0.8,1.05,0.12,100.0,1000.0,0.3,-4.0,0.5,1.0,True,False,False,14,-0.005,False,-7808.007969566042,-1.899113287931913,-9272.725649926657,-18.20507731038746,702,12693,0.43373493975903615
10,120,0.8,1.05,0.03,200.0,10000.0,0.05,-8.0,0.2,0.1,False,False,True,14,-0.0125,True,-8017.354536322631,-0.7695860869083606,-16156.684384073615,-528.3104469600165,1946,9283,0.6024096385542169
10,30,0.95,1.3,0.03,25.0,50000.0,20.0,-1.0,0.3,1.0,False,False,True,30,-0.01,True,-8079.5811982874975,-0.6850515201153299,-15533.739211193762,-2.3337389683792615,1912,4695,0.5502008032128514
7,90,0.95,1.3,0.12,1000.0,50000.0,0.1,-2.0,0.05,0.5,True,True,False,45,-0.02,False,-8113.736028294599,-0.7894027292998597,-15546.270190051988,-3.6757413077732477,662,4810,0.5261044176706827
5,45,0.85,1.05,0.08,1000.0,5000.0,15.0,-5.0,0.03,0.3,False,True,False,45,-0.01,True,-8430.238944877805,-0.9156490418777824,-10921.561315274956,-0.0,1776,5022,0.5823293172690763
14,45,0.75,1.2,0.08,50.0,5000.0,8.0,-10.0,0.05,2.0,False,True,False,7,0.0,True,-8487.775662640597,-0.9769529119990323,-12045.299563062455,-8.464958053898954,1258,4738,0.42570281124497994
21,90,0.75,1.25,0.15,50.0,10000.0,1.0,-3.0,0.05,1.0,False,True,False,30,-0.0075,True,-8555.942610474003,-0.42067399251460663,-17773.626644124437,-2.9530649922159853,2300,8467,0.4939759036144578
7,75,0.95,1.3,0.08,500.0,50000.0,0.1,-10.0,0.1,0.3,False,False,True,21,-0.02,True,-8624.649408212117,-0.9454143159809741,-13545.669901951249,-6.097882955322733,1948,7047,0.6104417670682731
14,60,0.75,1.2,0.15,100.0,20000.0,0.1,-4.0,0.3,0.3,False,True,False,45,-0.03,True,-8772.507487753852,-0.5982333354282409,-11978.156714501649,-6.209050035304425,2272,9394,0.5220883534136547
21,60,0.85,1.1,0.03,0.0,0.0,1.0,-1.0,0.1,2.0,True,False,True,30,-0.01,False,-8955.427905542709,-1.7309181051724387,-9420.876558325022,-0.0,1451,5953,0.4578313253012048
3,45,0.85,1.3,0.03,1000.0,50000.0,3.0,-5.0,0.2,1.0,False,True,True,21,-0.0075,True,-9218.867505773327,-1.1432501376737465,-11043.858526810622,-0.0,1770,6678,0.6104417670682731
14,60,0.8,1.2,0.1,1000.0,50000.0,0.5,-0.3,0.2,0.1,False,False,False,21,-0.005,True,-9321.631147186668,-1.0304908201524385,-13831.224570624625,-0.0,1646,2606,0.4979919678714859
7,120,0.8,1.25,0.08,500.0,20000.0,12.0,-6.0,0.5,0.5,False,False,False,21,-0.01,True,-9473.58223348829,-1.0101501615682427,-10892.194210068687,-0.0,1886,7629,0.5622489959839357
10,45,0.85,1.1,0.1,25.0,1000.0,0.1,-5.0,0.05,0.1,True,True,False,45,0.0,False,-9540.993879490088,-0.9371691195978504,-12259.161265334737,-9.76900083977778,743,7016,0.41365461847389556
3,75,0.75,1.1,0.2,500.0,50000.0,0.5,-2.0,0.3,2.0,True,True,False,14,0.0,False,-9689.37249929913,-1.2425022952344562,-11699.640090136421,-1999.294602831311,570,7117,0.42168674698795183
7,60,0.95,1.1,0.15,1000.0,1000.0,0.3,-2.0,0.2,0.1,False,True,False,14,-0.03,True,-9785.542067533348,-0.8653892090488463,-17234.187286492313,-5.8238233861986295,2014,4553,0.6104417670682731
5,45,0.95,1.3,0.03,1000.0,50000.0,8.0,-10.0,0.1,0.3,False,False,True,7,-0.005,True,-9938.484928959866,-1.1578386590624554,-13100.886796512317,-15.972337667869215,1585,4213,0.5502008032128514
10,45,0.85,1.1,0.15,100.0,0.0,0.3,-6.0,0.1,0.5,True,False,False,60,0.0,False,-10108.50399922887,-1.6965497502102063,-12276.343460885244,-17.466248846325634,609,7450,0.2971887550200803
10,60,0.9,1.3,0.03,500.0,3000.0,12.0,-0.3,0.05,2.0,True,False,True,7,-0.03,False,-10294.86976724034,-2.1899108133236536,-10822.947757422962,-22074.44161027065,765,5167,0.5180722891566265
14,60,0.9,1.05,0.05,0.0,0.0,10.0,-4.0,0.5,0.1,True,True,True,30,-0.0075,False,-10441.731098806995,-1.0606331713023667,-17678.40681601553,-48.41774954002605,1819,6745,0.5502008032128514
14,120,0.8,1.2,0.05,500.0,3000.0,0.1,-1.0,0.05,0.2,False,True,True,21,0.0,True,-10765.724337076726,-0.9696232707205272,-13490.145764759858,0.0,1432,3583,0.46586345381526106
10,90,0.9,1.3,0.2,50.0,50000.0,8.0,-5.0,0.03,0.05,True,False,True,21,-0.015,False,-10988.01705339654,-1.5977693523441545,-12252.263227496323,-0.0,1632,11474,0.46586345381526106
7,75,0.75,1.1,0.1,500.0,5000.0,0.1,-6.0,0.3,0.05,False,True,True,60,-0.03,True,-11388.554861371642,-1.2918758178517025,-13720.274606151657,-0.0,2070,8796,0.5903614457831325
14,45,0.9,1.05,0.15,50.0,50000.0,1.0,-2.0,0.5,0.5,True,True,False,21,-0.015,False,-11453.754980022368,-1.5529099921293836,-12548.979083609818,-0.0,1069,7022,0.4819277108433735
7,45,0.8,1.1,0.08,500.0,3000.0,12.0,-3.0,0.5,2.0,False,True,False,60,-0.0075,True,-11704.897482920373,-1.2100216647165556,-14593.4437179146,-24.18579658697072,1809,6278,0.5421686746987951
21,120,0.95,1.2,0.12,1000.0,0.0,2.0,-6.0,0.3,0.5,True,True,True,14,-0.01,False,-11778.910658374603,-1.0153715924149842,-15892.250179323248,-16.220478787163966,1041,7330,0.4779116465863454
10,75,0.75,1.15,0.03,25.0,0.0,3.0,-2.0,1.0,0.5,True,False,False,21,-0.0075,False,-11785.049735631808,-2.1128299170077014,-11578.262669416443,-0.0,901,10956,0.40562248995983935
7,90,0.95,1.25,0.2,25.0,1000.0,5.0,-5.0,0.5,1.0,False,False,True,21,-0.03,True,-11816.689572750582,-0.5330450223241432,-17925.27054737517,-6.25281737995743,2442,14663,0.4578313253012048
14,60,0.8,1.05,0.2,50.0,10000.0,0.3,-6.0,0.05,0.2,False,True,True,60,-0.0075,True,-11972.132867899862,-0.9744403658321498,-25720.094583440936,-21.600361312743043,1970,8260,0.5783132530120482
10,30,0.8,1.15,0.12,50.0,20000.0,2.0,-3.0,0.2,0.2,False,False,False,14,-0.01,True,-12024.186316791698,-1.0020800730314172,-12584.627765006055,-0.0,2001,7809,0.5662650602409639
14,90,0.95,1.25,0.03,25.0,5000.0,3.0,-2.0,0.3,0.1,False,True,False,14,-0.01,True,-12085.726043139688,-0.6594816904157689,-20841.899507541646,-67.75572181384119,2225,6890,0.4819277108433735
10,75,0.75,1.25,0.03,50.0,10000.0,12.0,-3.0,0.1,2.0,False,True,True,21,-0.03,True,-12093.236315665656,-0.7647180317044616,-13794.292936290638,-21.25380014631805,2429,11239,0.46987951807228917
10,75,0.8,1.3,0.2,1000.0,3000.0,1.0,-0.5,0.5,0.2,False,True,True,14,0.0,True,-12525.185282591981,-1.5538307500430661,-15155.582332870934,0.0,1263,2456,0.41767068273092367
5,60,0.95,1.3,0.15,100.0,20000.0,15.0,-1.0,0.05,0.05,True,False,True,7,-0.0075,False,-12533.835647900498,-1.9632423068016782,-15414.515702243512,-12.104485456057997,1223,11137,0.4738955823293173
5,45,0.75,1.25,0.03,1000.0,20000.0,8.0,-4.0,1.0,1.0,True,True,False,30,-0.005,False,-12698.809093417576,-1.5992578460151043,-14478.124225375968,-86.09084614194413,534,5018,0.4819277108433735
7,75,0.95,1.25,0.05,0.0,3000.0,0.3,-5.0,0.5,0.05,False,True,True,45,-0.01,True,-12951.685774141348,-0.746555421511996,-17296.966117789023,-10.964095070889796,2147,13220,0.4779116465863454
10,120,0.8,1.25,0.12,1000.0,5000.0,1.0,-0.5,0.3,0.3,False,False,True,30,-0.03,True,-13010.667381578685,-1.168427707682899,-15366.236882946703,-0.0,2140,4642,0.5783132530120482
14,90,0.9,1.25,0.12,25.0,10000.0,8.0,-3.0,0.3,0.3,True,True,False,30,-0.03,False,-13221.712940744415,-0.7444925560275654,-17639.692156616624,-0.0,1404,10308,0.4578313253012048
5,90,0.9,1.15,0.12,200.0,10000.0,1.0,-0.5,0.3,0.05,True,False,False,60,-0.015,False,-13479.347891536276,-2.4260208823683653,-15861.346912868376,-29.95167467872811,856,14033,0.4538152610441767
7,45,0.8,1.3,0.05,25.0,20000.0,0.1,-8.0,0.05,1.0,True,True,False,45,-0.015,False,-13511.821233548024,-1.4254707806906142,-15760.167459832857,-10.01843694958083,851,15392,0.5100401606425703
5,75,0.9,1.15,0.1,200.0,1000.0,0.3,-1.0,0.1,0.2,True,False,True,45,-0.01,False,-13631.346261677852,-2.229535280047831,-15573.710688311734,-0.0,1996,12952,0.4979919678714859
10,75,0.75,1.25,0.15,1000.0,50000.0,10.0,-0.1,0.3,0.2,False,False,True,14,-0.01,True,-13717.606431979799,-1.530851026132274,-16840.596430503618,-269.37197949687413,1874,3575,0.5582329317269076
7,90,0.8,1.15,0.12,50.0,1000.0,15.0,-5.0,0.5,0.3,False,True,True,14,0.0,True,-13736.945485667431,-0.6325527969456851,-17407.870181155486,-184.6328145519068,1702,9470,0.44176706827309237
14,75,0.9,1.05,0.2,100.0,1000.0,0.05,-0.5,0.2,2.0,True,True,False,60,-0.02,False,-13766.648071037976,-1.3469590005315322,-14460.34634886847,-121.67049744458653,1264,8142,0.46184738955823296
14,75,0.8,1.05,0.03,50.0,0.0,2.0,-3.0,0.5,0.3,False,False,True,7,-0.0125,True,-13780.899015463838,-1.0498455012111199,-20263.32570076113,-33.702036123229696,2203,8404,0.5461847389558233
7,90,0.75,1.3,0.05,1000.0,5000.0,12.0,-4.0,0.1,0.2,False,False,True,30,-0.015,True,-14058.558704952156,-1.0978723211297172,-17660.078850459002,-0.0,1945,5283,0.5943775100401606
5,90,0.8,1.05,0.1,25.0,1000.0,3.0,-8.0,0.1,2.0,False,True,False,7,-0.0075,True,-14061.290184749958,-1.0554957969061576,-19835.872184611555,-6.594420175578755,2071,17769,0.5341365461847389
3,120,0.95,1.25,0.05,0.0,3000.0,0.5,-6.0,0.5,0.5,False,True,False,7,-0.01,True,-14229.729989306576,-0.6412891829549573,-17115.853236298495,-264.1829026445945,2205,17855,0.5060240963855421
10,30,0.8,1.2,0.1,50.0,5000.0,12.0,-0.3,0.3,0.1,True,True,False,45,-0.005,False,-14258.930524489759,-1.4899997857463796,-14730.801530527646,-0.0,936,6763,0.42971887550200805
21,120,0.8,1.15,0.03,200.0,50000.0,0.5,-1.0,0.1,0.3,False,True,True,30,-0.015,True,-14397.407002109281,-0.9397276040347093,-15072.563143644158,-0.0,2373,6855,0.5381526104417671
10,90,0.9,1.15,0.08,0.0,50000.0,12.0,-10.0,0.05,0.2,False,True,False,7,-0.02,True,-14410.901319906,-0.9765566350557909,-17236.329748428547,-41.439328595289986,2144,12011,0.5943775100401606
