epoch,train_mean_pnl,train_std_pnl,train_objective,avg_ratio,avg_abs_shares,val_mean_pnl,val_std_pnl,val_objective
1,40.272911071777344,241.03253173828125,-80.24335479736328,0.613919198513031,15.399945259094238,57.96392059326172,296.78009033203125,-90.4261245727539
10,48.04359817504883,195.59971618652344,-49.75625991821289,0.9005519151687622,24.479042053222656,67.34275817871094,280.5303039550781,-72.92239379882812
20,58.9342041015625,193.74574279785156,-37.93866729736328,1.0222655534744263,27.33482551574707,77.79889678955078,281.5336608886719,-62.967933654785156
30,69.45379638671875,205.29136657714844,-33.19188690185547,0.9606298804283142,25.140268325805664,80.31494140625,290.1546936035156,-64.76240539550781
40,79.80096435546875,214.6671905517578,-27.532630920410156,0.9168023467063904,23.63241958618164,80.573974609375,292.4002685546875,-65.62615966796875
50,88.46134185791016,219.1066131591797,-21.091964721679688,0.9044871926307678,23.188583374023438,83.13484954833984,294.41021728515625,-64.07025909423828
60,92.15250396728516,217.985595703125,-16.840293884277344,0.9007951021194458,23.042139053344727,84.94290161132812,298.2619323730469,-64.18806457519531
70,96.50718688964844,223.80601501464844,-15.395820617675781,0.8675397634506226,22.492870330810547,85.10991668701172,302.2771301269531,-66.02864837646484
80,96.07028198242188,221.91127014160156,-14.885353088378906,0.8654537796974182,22.490385055541992,86.9052734375,302.16766357421875,-64.17855834960938
90,97.2979507446289,223.72500610351562,-14.564552307128906,0.8561445474624634,22.432727813720703,87.11370849609375,302.453369140625,-64.11297607421875
100,95.945556640625,220.69024658203125,-14.399566650390625,0.8566319942474365,22.51587677001953,87.09970092773438,302.9404296875,-64.37051391601562
110,97.51879119873047,222.73651123046875,-13.849464416503906,0.8357482552528381,22.137859344482422,85.48658752441406,304.0418701171875,-66.53434753417969
120,97.5763931274414,222.61314392089844,-13.730178833007812,0.830447256565094,22.186986923217773,86.43206024169922,303.58380126953125,-65.3598403930664
130,97.29357147216797,221.88461303710938,-13.648735046386719,0.8428413271903992,22.28902244567871,86.03433227539062,304.7194519042969,-66.32539367675781
140,97.213134765625,221.60691833496094,-13.590324401855469,0.8350138068199158,22.272783279418945,86.2046127319336,304.8742370605469,-66.23250579833984
150,98.67903900146484,224.80474853515625,-13.723335266113281,0.8266484141349792,22.122159957885742,86.29529571533203,304.718994140625,-66.06420135498047
160,97.80018615722656,222.8409423828125,-13.620285034179688,0.8228358030319214,22.14687728881836,86.38468170166016,304.8240661621094,-66.02735137939453
170,96.83937072753906,220.97262573242188,-13.646942138671875,0.8158712983131409,22.19314193725586,86.59435272216797,305.0091857910156,-65.91024017333984
180,96.77396392822266,220.5754852294922,-13.513778686523438,0.7793265581130981,21.878141403198242,84.62177276611328,305.5647277832031,-68.16059112548828
190,98.1640625,223.1006622314453,-13.386268615722656,0.7884835600852966,21.847476959228516,85.53874969482422,305.9129638671875,-67.41773223876953
200,96.06171417236328,219.5850067138672,-13.730789184570312,0.7571759223937988,21.65523338317871,86.19751739501953,305.7877502441406,-66.69635772705078
210,99.25648498535156,224.67469787597656,-13.080863952636719,0.7789514064788818,21.56290626525879,86.39690399169922,306.0848083496094,-66.64550018310547
220,99.08338165283203,224.29624938964844,-13.064743041992188,0.7788627743721008,21.54862403869629,84.88079071044922,306.6842041015625,-68.46131134033203
230,97.7462158203125,221.24073791503906,-12.874153137207031,0.7549627423286438,21.33535385131836,84.04463195800781,307.2921447753906,-69.6014404296875
240,99.62468719482422,223.63125610351562,-12.190940856933594,0.8018691539764404,21.730510711669922,86.12496185302734,304.820068359375,-66.28507232666016
250,100.0076675415039,224.46697998046875,-12.225822448730469,0.7852069735527039,21.655000686645508,85.78394317626953,304.7217712402344,-66.57694244384766
260,97.8532943725586,220.17465209960938,-12.234031677246094,0.786148726940155,21.70344352722168,87.49954223632812,304.13690185546875,-64.56890869140625
270,100.23345184326172,224.5569610595703,-12.045028686523438,0.7672773599624634,21.431543350219727,87.3432388305664,304.4731140136719,-64.89331817626953
280,100.34327697753906,224.7849884033203,-12.049217224121094,0.7770782709121704,21.440231323242188,87.48535919189453,304.6559143066406,-64.84259796142578
290,97.85289764404297,219.9667205810547,-12.130462646484375,0.7705082893371582,21.476089477539062,87.1508560180664,304.8693542480469,-65.28382110595703
300,99.91596984863281,223.5629119873047,-11.865486145019531,0.7710079550743103,21.319990158081055,86.50615692138672,305.8585205078125,-66.42310333251953
310,100.17911529541016,224.1532440185547,-11.897506713867188,0.7671275734901428,21.243349075317383,86.04051971435547,306.5480041503906,-67.23348236083984
320,97.93180847167969,220.16668701171875,-12.151535034179688,0.766897439956665,21.322288513183594,86.02297973632812,306.6355895996094,-67.29481506347656
330,99.75712585449219,223.20632934570312,-11.846038818359375,0.7640228867530823,21.194242477416992,85.65143585205078,307.4053955078125,-68.05126190185547
340,99.99559783935547,223.79080200195312,-11.899803161621094,0.7617731690406799,21.150339126586914,85.4592514038086,307.79925537109375,-68.44037628173828
350,98.29923248291016,220.7483673095703,-12.074951171875,0.7601349949836731,21.195127487182617,85.43086242675781,307.7223205566406,-68.4302978515625
360,99.94706726074219,223.5623016357422,-11.834083557128906,0.7580649256706238,21.09467124938965,85.29045867919922,308.26531982421875,-68.84220123291016
370,100.17728424072266,224.10301208496094,-11.874221801757812,0.7563536763191223,21.062211990356445,85.2524185180664,308.5083923339844,-69.00177764892578
380,98.113525390625,220.29930114746094,-12.036125183105469,0.7564286589622498,21.162961959838867,85.51216888427734,308.1658020019531,-68.57073211669922
390,99.89976501464844,223.43215942382812,-11.816314697265625,0.7538837194442749,21.05434226989746,85.439697265625,308.5907897949219,-68.85569763183594
400,99.91069793701172,223.4782257080078,-11.828414916992188,0.7525999546051025,21.074190139770508,85.76641845703125,308.4283142089844,-68.44773864746094
