epoch,train_mean_pnl,train_std_pnl,train_objective,train_cap_penalty,avg_ratio,avg_abs_shares,cap_hit_rate,val_mean_pnl,val_std_pnl,val_objective,val_cap_penalty
100,60.673423767089844,288.9616394042969,-83.8073959350586,0.004367888439446688,0.5669682025909424,7.375409126281738,0.0,53.80147171020508,427.03131103515625,-159.7141876220703,0.0018237193580716848
110,60.721683502197266,288.9795837402344,-83.76811218261719,0.004336845129728317,0.5506096482276917,7.3319196701049805,0.0,53.51145935058594,427.1318054199219,-160.054443359375,0.0018237193580716848
120,60.77861404418945,288.9864501953125,-83.71461486816406,0.00441417470574379,0.5465446710586548,7.325705051422119,0.0,53.3011360168457,427.2886047363281,-160.34317016601562,0.0018237193580716848
130,61.857696533203125,290.37060546875,-83.32760620117188,0.004137576092034578,0.5126211643218994,7.042082786560059,0.0,53.34239959716797,427.8729248046875,-160.59405517578125,0.001684786519035697
140,62.072933197021484,290.53228759765625,-83.19320678710938,0.004293595440685749,0.548390805721283,7.202384948730469,0.0,53.009185791015625,427.20428466796875,-160.59295654296875,0.0018237193580716848
150,62.111568450927734,290.5733337402344,-83.17509460449219,0.004293314181268215,0.5449123382568359,7.165914058685303,0.0,53.26719665527344,427.4246520996094,-160.44512939453125,0.0018237193580716848
160,62.12538146972656,290.591552734375,-83.17039489746094,0.004293989390134811,0.5512762665748596,7.160338401794434,0.0,53.458091735839844,427.5309143066406,-160.307373046875,0.0015679661883041263
170,62.14605712890625,290.60736083984375,-83.15762329101562,0.004294729791581631,0.5505141615867615,7.122796058654785,0.0,53.3403434753418,427.8771057128906,-160.59820556640625,0.0016834333073347807
180,62.16993713378906,290.6214904785156,-83.14080810546875,0.004293680191040039,0.5370193123817444,7.081009864807129,0.0,53.40971374511719,428.0596923828125,-160.62013244628906,0.0016834333073347807
190,62.15763473510742,290.62335205078125,-83.15403747558594,0.004281997215002775,0.5522698760032654,7.085412979125977,0.0,53.06526184082031,428.0088195800781,-160.93914794921875,0.0016885416116565466
200,62.12868118286133,290.62274169921875,-83.18269348144531,0.004249875899404287,0.5633208155632019,7.12831974029541,0.0,53.31049346923828,427.7776184082031,-160.57830810546875,0.0018237193580716848
210,62.178043365478516,290.62432861328125,-83.13412475585938,0.004303228575736284,0.5540220141410828,7.132080078125,0.0,52.83449935913086,427.56170654296875,-160.94635009765625,0.0019640056416392326
220,62.181915283203125,290.6298522949219,-83.13301086425781,0.004305056296288967,0.557090163230896,7.114345073699951,0.0,53.247161865234375,427.2013244628906,-160.35350036621094,0.002073091920465231
230,62.19136047363281,290.63629150390625,-83.12678527832031,0.004300239961594343,0.5480673313140869,7.10773229598999,0.0,53.10655212402344,427.31683349609375,-160.55186462402344,0.002104291459545493
240,62.2036018371582,290.6450500488281,-83.11892700195312,0.004296679049730301,0.5433920621871948,7.114475250244141,0.0,52.866050720214844,427.2529296875,-160.76040649414062,0.002104291459545493
250,62.19342041015625,290.6368408203125,-83.125,0.004299115855246782,0.566512405872345,7.1562676429748535,0.0,52.713523864746094,427.3099060058594,-160.94143676757812,0.002104291459545493
260,62.20403289794922,290.6458740234375,-83.11890411376953,0.0043003554455935955,0.5606496930122375,7.136307716369629,0.0,52.74945068359375,427.3121032714844,-160.90660095214844,0.002104291459545493
270,62.194908142089844,290.6403503417969,-83.1252670288086,0.004305662587285042,0.5621060729026794,7.1268792152404785,0.0,52.90036392211914,427.2467041015625,-160.72299194335938,0.002104291459545493
280,62.204402923583984,290.6468811035156,-83.11903381347656,0.004298669286072254,0.5441280603408813,7.116053104400635,0.0,52.77616500854492,427.587158203125,-161.0174102783203,0.0019850258249789476
290,62.19868087768555,290.64312744140625,-83.12287902832031,0.004304197151213884,0.5757283568382263,7.178030014038086,0.0,52.70450973510742,427.14813232421875,-160.8695526123047,0.002104291459545493
300,62.20973587036133,290.6500549316406,-83.11529541015625,0.004300340078771114,0.5577822923660278,7.1526713371276855,0.0,52.73239517211914,427.0986022949219,-160.81690979003906,0.002244577743113041
310,62.21629333496094,290.6549987792969,-83.1112060546875,0.004294481128454208,0.5294044017791748,7.122450351715088,0.0,52.669837951660156,427.237548828125,-160.94894409179688,0.002168994629755616
320,62.216060638427734,290.6551208496094,-83.11149597167969,0.0042989542707800865,0.5367465615272522,7.1136956214904785,0.0,52.85606002807617,427.2773132324219,-160.7825927734375,0.002007855800911784
330,62.205509185791016,290.6455383300781,-83.11726379394531,0.004306814167648554,0.5898864269256592,7.242553234100342,0.0,52.728912353515625,426.8974609375,-160.71981811523438,0.002244577743113041
340,62.20656967163086,290.64495849609375,-83.11590576171875,0.004305275157094002,0.5954468250274658,7.233749866485596,0.0,52.39487075805664,427.0480041503906,-161.12913513183594,0.002244577743113041
350,62.200469970703125,290.64239501953125,-83.1207275390625,0.0043016760610044,0.5916818380355835,7.20479679107666,0.0,52.38621520996094,427.1085510253906,-161.16806030273438,0.002244577743113041
360,62.215293884277344,290.654296875,-83.11185455322266,0.004294576123356819,0.5549595355987549,7.16643762588501,0.0,52.283199310302734,427.2987365722656,-161.3661651611328,0.002244577743113041
370,62.201053619384766,290.6445007324219,-83.12120056152344,0.004301765933632851,0.5772175788879395,7.153645038604736,0.0,52.83555221557617,427.12750244140625,-160.7281951904297,0.002244577743113041
380,62.21451950073242,290.6543273925781,-83.11264038085938,0.004302531480789185,0.5736975073814392,7.153642654418945,0.0,52.79157638549805,427.1934509277344,-160.80514526367188,0.002244577743113041
390,62.20742416381836,290.6500549316406,-83.11759948730469,0.0043065594509243965,0.5797688961029053,7.166942119598389,0.0,52.79317092895508,427.2658996582031,-160.83978271484375,0.002104291459545493
400,62.21821594238281,290.6565856933594,-83.11007690429688,0.004301662556827068,0.5565442442893982,7.108378887176514,0.0,52.75452423095703,427.4619140625,-160.9764404296875,0.002104291459545493
