epoch,train_mean_pnl,train_std_pnl,train_objective,avg_ratio,avg_abs_shares,val_mean_pnl,val_std_pnl,val_objective
1,6.037181854248047,336.4955749511719,-162.21060180664062,0.6036210060119629,32.02862548828125,14.433396339416504,320.79669189453125,-145.96495056152344
10,15.107330322265625,295.33837890625,-132.56185913085938,0.8498798608779907,47.44191360473633,33.194889068603516,314.6326904296875,-124.1214599609375
20,34.7603874206543,275.2008972167969,-102.84005737304688,0.8764646053314209,46.53226089477539,35.02098846435547,320.53424072265625,-125.24613189697266
30,63.84828567504883,289.0349426269531,-80.669189453125,0.8777958750724792,45.84733963012695,47.882938385009766,339.87615966796875,-122.05514526367188
40,82.64122772216797,295.09075927734375,-64.9041519165039,0.8918041586875916,45.45463943481445,59.079166412353516,343.2135314941406,-112.52760314941406
50,96.53185272216797,299.5815734863281,-53.258934020996094,0.8968720436096191,46.39568328857422,67.2641372680664,350.0340270996094,-107.75287628173828
60,103.4255599975586,297.3874816894531,-45.26818084716797,0.9042276740074158,46.480892181396484,69.36552429199219,350.9122009277344,-106.090576171875
70,104.87109375,293.29425048828125,-41.776031494140625,0.9072191119194031,47.262664794921875,70.16950225830078,351.0079345703125,-105.33446502685547
80,105.71086120605469,293.392333984375,-40.98530578613281,0.9059498310089111,47.28950881958008,70.43804931640625,350.92218017578125,-105.02304077148438
90,108.85063934326172,297.14935302734375,-39.724037170410156,0.8915638327598572,47.058876037597656,70.53189086914062,350.8849792480469,-104.91059875488281
100,105.45069885253906,289.6991271972656,-39.39886474609375,0.8959345817565918,47.311744689941406,70.30500793457031,350.8321838378906,-105.111083984375
110,108.2134780883789,294.3565673828125,-38.964805603027344,0.8993920087814331,47.43531036376953,70.10457611083984,350.75616455078125,-105.27350616455078
120,108.5643539428711,294.9654846191406,-38.91838836669922,0.8980088829994202,47.568572998046875,70.02620697021484,350.7662048339844,-105.35689544677734
130,106.53620910644531,290.83843994140625,-38.88301086425781,0.8976507186889648,47.515926361083984,69.93010711669922,350.7813415527344,-105.46056365966797
140,110.18983459472656,295.8914489746094,-37.755889892578125,0.8954349160194397,47.445945739746094,69.89816284179688,350.7698974609375,-105.48678588867188
150,111.56348419189453,299.01239013671875,-37.942710876464844,0.8923324942588806,47.36571502685547,69.78927612304688,350.6830749511719,-105.55226135253906
160,108.37028503417969,292.3213195800781,-37.790374755859375,0.9033987522125244,47.81568908691406,69.70222473144531,350.7886657714844,-105.69210815429688
170,106.75166320800781,289.7833557128906,-38.1400146484375,0.8972769975662231,47.79268264770508,69.69054412841797,350.7903747558594,-105.70464324951172
180,111.32518768310547,297.3678283691406,-37.358726501464844,0.8929899334907532,47.39714431762695,69.70433044433594,350.7825622558594,-105.68695068359375
